SITE_ID,VISIT_NO,UID,DATE_COL,AREA_HA,DSGN12,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,PERIM_KM,SITEID_07,ST_SITEID,STATUS,ECO_LEV_3,ECO_LEV_3_2015,ECO_LEV_4,ECO_LEV_4_2015,XCOORD,YCOORD
NLA12_CA-R12,1,7200,7/15/2012,8.146257736,Excluded,1639.81,Region_9,TargetSampleable,18,18020121,NATURAL,NATURAL,40.38862429,-121.299224,1.101449092,,NLA12_CA-R12,Target_Sampled,4,4,4f,4f,-2104234.394,605485.8003
NLA12_CA-R13,1,7172,7/13/2012,10.12820815,Excluded,2993.11,Region_9,TargetSampleable,16,16050301,NATURAL,NATURAL,38.04692295,-119.2654654,1.23619893,,NLA12_CA-R13,Target_Sampled,5,5,5k,5k,-2002232.107,307616.5396
NLA12_CO-101,1,7173,7/13/2012,303.645989,Included,1181.28,Region_8,TargetSampleable,11,11020009,MAN_MADE,RESERVOIR,38.30009665,-102.7612671,8.631690336,NLA06608-0864,NLA12_CO-101,Target_Sampled,26,26,26e,26e,-585216.7714,110501.5384
NLA12_CO-101,2,8129,8/21/2012,303.645989,Included,1181.28,Region_8,TargetSampleable,11,11020009,MAN_MADE,RESERVOIR,38.30009665,-102.7612671,8.631690336,NLA06608-0864,NLA12_CO-101,Target_Sampled,26,26,26e,26e,-585216.7714,110501.5384
NLA12_CO-102,1,6795,6/26/2012,14.98464518,Included,3070.94,Region_8,TargetSampleable,14,14020005,MAN_MADE,RESERVOIR,38.99724122,-108.0511795,1.620431695,NLA06608-0687,NLA12_CO-102,Target_Sampled,21,21,21g,21g,-1031283.846,233291.0659
NLA12_CO-103,1,8505,9/12/2012,611.5611803,Included,1510.61,Region_8,TargetSampleable,10,10190006,MAN_MADE,RESERVOIR,40.43632395,-105.0336532,17.08625846,NLA06608-1403,NLA12_CO-103,Target_Sampled,25,25,25l,25l,-758661.0453,365159.7826
NLA12_CO-104,1,8596,9/14/2012,72.49623774,Included,1487.14,Region_8,TargetSampleable,10,10190005,MAN_MADE,RESERVOIR,40.22358076,-104.9472807,5.616831826,NLA06608-1339,NLA12_CO-104,Target_Sampled,25,25,25d,25d,-753669.4165,340746.1848
NLA12_CO-105,1,8325,8/30/2012,65.38610038,Included,2213,Region_8,TargetSampleable,14,14080202,MAN_MADE,RESERVOIR,37.4167824,-108.4056506,6.011170144,NLA06608-0004,NLA12_CO-105,Target_Sampled,21,21,21f,21f,-1084506.176,61560.42969
NLA12_CO-106,1,7325,7/20/2012,189.8164828,Included,1562.41,Region_8,TargetSampleable,10,10190006,MAN_MADE,RESERVOIR,40.33707955,-105.1266943,7.98199166,NLA06608-0635,NLA12_CO-106,Target_Sampled,25,25,25l,25l,-767516.9396,354839.9375
NLA12_CO-107,1,8297,8/29/2012,50.09886464,Included,2959.6,Region_8,TargetSampleable,14,14030003,MAN_MADE,RESERVOIR,37.8246388,-107.885134,3.228831558,NLA06608-0068,NLA12_CO-107,Target_Sampled,21,21,21e,21e,-1033543.435,101097.2201
NLA12_CO-108,1,6976,7/5/2012,10.22284808,Included,3147,Region_8,TargetSampleable,11,11020002,MAN_MADE,RESERVOIR,38.7911491,-105.1063606,1.557596057,NLA06608-0916,NLA12_CO-108,Target_Sampled,21,21,21b,21b,-782387.3263,182229.0652
NLA12_CO-109,1,8184,8/23/2012,51.02796638,Included,3029.04,Region_8,TargetSampleable,14,14010001,MAN_MADE,RESERVOIR,40.05558648,-105.7470802,3.609063575,NLA06608-1483,NLA12_CO-109,Target_Sampled,21,21,21b,21b,-822740.5245,328648.7115
NLA12_CO-110,1,6342,5/29/2012,18.24577471,Included,1620.93,Region_8,TargetSampleable,10,10190005,MAN_MADE,RESERVOIR,39.99496234,-105.112227,1.618216994,NLA06608-0827,NLA12_CO-110,Target_Sampled,25,25,25l,25l,-769973.6422,316569.494
NLA12_CO-111,1,8477,9/11/2012,217.4881284,Included,1576.75,Region_8,TargetSampleable,10,10190005,MAN_MADE,RESERVOIR,40.0798358,-105.2171741,6.681900771,NLA06608-1851,NLA12_CO-111,Target_Sampled,25,25,25l,25l,-777893.011,326889.5845
NLA12_CO-112,,,,9.302575508,Included,1251.37,Region_8,Nontarget-NoRecAquatUse,10,10250002,MAN_MADE,MAN_MADE,40.12196807,-102.6960597,1.360224997,,NLA12_CO-112,Lake_Special_Purpose,25,25,25d,25d,-565207.357,313777.5539
NLA12_CO-113,,,,8.435756746,Included,1860.85,Region_8,AccessDenied,10,10190003,MAN_MADE,RESERVOIR,39.45111058,-104.7443632,1.222341766,,NLA12_CO-113,Target_Denied,26,26,26j,26j,-744578.9285,252962.9608
NLA12_CO-114,1,6874,6/27/2012,5.726832826,Included,3105.21,Region_8,TargetSampleable,14,14020005,MAN_MADE,RESERVOIR,39.03670301,-107.9111308,1.028831741,,NLA12_CO-114,Target_Sampled,21,21,21g,21g,-1018809.418,236168.3275
NLA12_CO-115,1,7102,7/11/2012,3.511584722,Included,2994.12,Region_8,TargetSampleable,14,14050005,NATURAL,NATURAL,40.00305447,-107.3583306,1.003755396,,NLA12_CO-115,Target_Sampled,21,21,21e,21e,-958844.2688,337902.1994
NLA12_CO-116,,,,5.322242481,Included,1215.49,Region_8,AccessDenied,10,10190012,MAN_MADE,RESERVOIR,40.84116864,-103.1195785,1.335151093,,NLA12_CO-116,Target_Denied,25,25,25d,25d,-594861.4583,396711.5455
NLA12_CO-117,1,7686,8/2/2012,35.17102053,Included,2348.41,Region_8,TargetSampleable,14,14080102,MAN_MADE,RESERVOIR,37.31623199,-107.1129943,3.425642783,,NLA12_CO-117,Target_Sampled,21,21,21f,21f,-973362.1687,36382.19057
NLA12_CO-118,,,,1.808649004,Included,2507.54,Region_8,Nontarget-TooSmall,14,14010004,MAN_MADE,MAN_MADE_AB,39.51438164,-107.1415207,0.573136262,,NLA12_CO-118,Lake_LT_1ha,21,21,21d,21d,-947031.6686,281351.5879
NLA12_CO-119,1,7322,7/18/2012,6.135920724,Included,3594.97,Region_8,TargetSampleable,10,10190005,NATURAL,NATURAL,40.25822853,-105.604528,0.98519388,,NLA12_CO-119,Target_Sampled,21,21,21a,21a,-808458.5177,350011.2489
NLA12_CO-120,,,,19.47341772,Included,1855.7,Region_8,Nontarget-NoRecAquatUse,10,10190004,MAN_MADE,RESERVOIR,39.82236017,-105.2377287,2.281064288,,NLA12_CO-120,Lake_Special_Purpose,25,25,25l,25l,-782422.23,298344.3113
NLA12_CO-121,1,7684,8/1/2012,2.056298199,Included,3530.52,Region_8,TargetSampleable,13,13010001,MAN_MADE,RESERVOIR,37.67328141,-107.1127777,0.714034605,,NLA12_CO-121,Target_Sampled,21,21,21a,21a,-968674.8253,76121.09935
NLA12_CO-122,,,,5.103584276,Included,2061.67,Region_8,Nontarget-NotLake,14,14030001,,,39.02239354,-108.7640216,0.906833646,,NLA12_CO-122,Not_Lake,20,20,20b,20b,-1091551.139,244047.927
NLA12_CO-123,,,,22.40545434,Included,1580.93,Region_8,AccessDenied,10,10190007,MAN_MADE,RESERVOIR,40.63317518,-104.9484579,2.202270352,,NLA12_CO-123,Target_Denied,25,25,25d,25d,-749454.2901,386434.9419
NLA12_CO-124,1,6753,6/22/2012,9.204629265,Included,1600.49,Region_8,TargetSampleable,10,10190003,MAN_MADE,RESERVOIR,39.93104164,-104.9732957,1.125955062,,NLA12_CO-124,Target_Sampled,25,25,25d,25d,-758944.5414,308322.0895
NLA12_CO-125,1,7476,7/26/2012,1.638010034,Included,2959.99,Region_8,TargetSampleable,11,11020001,NATURAL,NATURAL,39.22067903,-106.3916958,0.49435329,,NLA12_CO-125,Target_Sampled,21,21,21e,21e,-887151.9964,241410.1321
NLA12_CO-126,1,6938,7/2/2012,11.97167642,Included,2488.2,Region_8,Nontarget-TooShallow,10,10180001,MAN_MADE,RESERVOIR,40.66208352,-106.3278645,1.506656515,,NLA12_CO-126,Lake_Shallow,21,21,21i,21i,-864207.0026,401367.5825
NLA12_CO-127,1,8414,9/6/2012,24.71587035,Included,1509.83,Region_8,TargetSampleable,10,10190005,MAN_MADE,RESERVOIR,40.12169493,-104.9459108,1.961036202,,NLA12_CO-127,Target_Sampled,25,25,25d,25d,-754627.3276,329370.9098
NLA12_CO-128,,,,2.442159275,Included,1353.56,Region_8,Nontarget-TooSmall,10,10250003,MAN_MADE,MAN_MADE_AB,39.22709244,-102.6188939,0.633063856,,NLA12_CO-128,Lake_LT_1ha,25,25,25d,25d,-565683.1941,213283.7522
NLA12_CO-129,1,7395,7/24/2012,2.905501949,Included,1720.86,Region_8,TargetSampleable,11,11020010,NATURAL,NATURAL,37.28488371,-104.3381595,1.05535296,,NLA12_CO-129,Target_Sampled,26,26,26e,26e,-731356.7767,7997.770206
NLA12_CO-130,1,7957,8/15/2012,3.837669916,Included,3435.34,Region_8,TargetSampleable,14,14010002,NATURAL,NATURAL,39.64574357,-106.1674308,0.948242326,,NLA12_CO-130,Target_Sampled,21,21,21a,21a,-862993.2141,286704.1042
NLA12_CO-131,1,6875,6/28/2012,17.39618854,Included,2410.41,Region_8,TargetSampleable,10,10180010,MAN_MADE,RESERVOIR,40.94491896,-106.0119684,1.656716521,,NLA12_CO-131,Target_Sampled,18,18,18f,18f,-834542.2511,430038.0792
NLA12_CO-131,2,8025,8/17/2012,17.39618854,Included,2410.41,Region_8,TargetSampleable,10,10180010,MAN_MADE,RESERVOIR,40.94491896,-106.0119684,1.656716521,,NLA12_CO-131,Target_Sampled,18,18,18f,18f,-834542.2511,430038.0792
NLA12_CO-133,1,7827,8/8/2012,15.67964295,Included,3329.18,Region_8,TargetSampleable,14,14080104,MAN_MADE,MAN_MADE,37.54114004,-107.5965489,2.123484174,,NLA12_CO-133,Target_Sampled,21,21,21b,21b,-1012441.586,66459.60289
NLA12_CO-R01,1,8258,8/27/2012,130.9079857,Excluded,2934,Region_8,TargetSampleable,14,14050005,NATURAL,NATURAL,39.9856728,-107.231024,6.588211364,NLA06608-0079,NLA12_CO-R01,Target_Sampled,21,21,21e,21e,-948377.3246,334690.9175
NLA12_CO-R04,1,7768,8/8/2012,79.39618467,Excluded,1951.04,Region_8,TargetSampleable,10,10190005,MAN_MADE,MAN_MADE,40.2166095,-105.3725581,7.76769975,NLA06608-0715,NLA12_CO-R04,Target_Sampled,21,21,21c,21c,-789455.7633,343421.571
NLA12_CO-R07,1,8334,8/30/2012,2.544565294,Excluded,3107.87,Region_8,TargetSampleable,14,14050001,MAN_MADE,MAN_MADE,40.14319362,-107.117692,0.593021391,NLA06608-3599,NLA12_CO-R07,Target_Sampled,21,21,21e,21e,-936791.182,351094.0753
NLA12_CO-R10,1,8282,8/28/2012,1.889683719,Excluded,2297.97,Region_8,TargetSampleable,14,14050002,NATURAL,NATURAL,40.17407647,-107.7039121,0.554843926,,NLA12_CO-R10,Target_Sampled,21,21,21f,21f,-985518.1133,360458.1974
NLA12_CT-101,1,6689,6/20/2012,19.46022047,Included,205.1,Region_1,TargetSampleable,1,1100002,MAN_MADE,MAN_MADE,41.92395129,-72.21958455,2.78873884,NLA06608-1414,NLA12_CT-101,Target_Sampled,59,59,59b,59b,1938079.661,739377.4862
NLA12_CT-101,2,8298,8/29/2012,19.46022047,Included,205.1,Region_1,TargetSampleable,1,1100002,MAN_MADE,MAN_MADE,41.92395129,-72.21958455,2.78873884,NLA06608-1414,NLA12_CT-101,Target_Sampled,59,59,59b,59b,1938079.661,739377.4862
NLA12_CT-102,1,6854,6/28/2012,99.98450318,Included,285.96,Region_1,TargetSampleable,1,1080207,NATURAL,NATURAL,41.8811168,-73.03985488,5.007664543,NLA06608-0134,NLA12_CT-102,Target_Sampled,58,58,58e,58e,1873704.819,718278.8688
NLA12_CT-103,1,7800,8/9/2012,56.19967245,Included,198.75,Region_1,TargetSampleable,1,1100005,MAN_MADE,RESERVOIR,41.67757315,-73.14469782,5.83700507,NLA06608-0006,NLA12_CT-103,Target_Sampled,59,59,59c,59c,1870739.499,694097.2645
NLA12_CT-104,1,7091,7/11/2012,36.73243131,Included,86.77,Region_1,TargetSampleable,1,1100001,NATURAL,NATURAL,41.95084399,-71.9511164,2.872676209,NLA06608-0498,NLA12_CT-104,Target_Sampled,59,59,59c,59c,1958739.957,747795.4856
NLA12_CT-105,1,8500,9/12/2012,10.59169184,Included,258.17,Region_1,TargetSampleable,1,1100005,NATURAL,NATURAL_ENH,41.89704559,-73.44712926,1.700230293,NLA06608-0805,NLA12_CT-105,Target_Sampled,58,58,58b,58b,1840681.599,712050.8847
NLA12_CT-106,,,,1.969094033,Included,57.4,Region_1,AccessDenied,1,1100006,MAN_MADE,MAN_MADE,41.11051134,-73.47534413,0.657525752,,NLA12_CT-106,Target_Denied,59,59,59g,59g,1859092.128,625935.6309
NLA12_CT-107,1,7450,7/25/2012,32.98197277,Included,52.68,Region_1,TargetSampleable,1,1080205,MAN_MADE,MAN_MADE,41.3389906,-72.48613163,3.619282802,,NLA12_CT-107,Target_Sampled,59,59,59g,59g,1932836.317,670503.5048
NLA12_CT-108,1,7953,8/15/2012,38.90985797,Included,271.75,Region_1,TargetSampleable,1,1100005,NATURAL,NATURAL_ENH,41.65348504,-73.20748141,5.195863809,,NLA12_CT-108,Target_Sampled,59,59,59c,59c,1866339.941,690244.6242
NLA12_CT-109,,,,40.05351202,Included,2.69,Region_1,Nontarget-Coastal Saline,1,1100004,,,41.26158625,-72.70040244,3.292801583,,NLA12_CT-109,Lake_Saline,59,59,59g,59g,1917682.499,657759.1325
NLA12_CT-110,,,,1.73730252,Included,85.27,Region_1,Nontarget-TooSmall,1,1100002,,,41.75996172,-72.1402391,0.550255882,,NLA12_CT-110,Lake_LT_1ha,59,59,59c,59c,1948968.264,723225.9238
NLA12_CT-111,,,,19.52298784,Included,0,Region_1,Nontarget-Coastal Saline,1,1100003,,,41.3450547,-71.9361261,3.447689092,,NLA12_CT-111,Lake_Saline,59,59,59g,59g,1976917.623,682475.0665
NLA12_CT-112,,,,1.650448553,Included,271.94,Region_1,Nontarget-NotLake,1,1100005,,,41.85156551,-73.1292834,0.619731868,,NLA12_CT-112,Not_Lake,58,58,58e,58e,1867336.575,713308.128
NLA12_CT-113,,,,1.470690556,Included,95.93,Region_1,AccessDenied,1,1100004,MAN_MADE,MAN_MADE,41.51271337,-72.77603794,0.526330431,,NLA12_CT-113,Target_Denied,59,59,59a,59a,1904780.642,683510.0973
NLA12_CT-114,,,,27.82335451,Included,168.76,Region_1,Nontarget-TooSmall,1,1100002,,,41.88945091,-72.34274913,4.468901935,,NLA12_CT-114,Lake_LT_1ha,59,59,59c,59c,1929201.569,733131.3346
NLA12_CT-115,1,6813,6/26/2012,111.7119893,Included,151.74,Region_1,TargetSampleable,1,1100002,MAN_MADE,MAN_MADE,41.71185606,-72.32903222,6.22343281,,NLA12_CT-115,Target_Sampled,59,59,59c,59c,1935195.328,714152.3967
NLA12_CT-115,2,8412,9/6/2012,111.7119893,Included,151.74,Region_1,TargetSampleable,1,1100002,MAN_MADE,MAN_MADE,41.71185606,-72.32903222,6.22343281,,NLA12_CT-115,Target_Sampled,59,59,59c,59c,1935195.328,714152.3967
NLA12_CT-116,,,,7.012269103,Included,220.44,Region_1,AccessDenied,2,2030101,NATURAL,NATURAL,41.52651648,-73.51127263,2.062921179,,NLA12_CT-116,Target_Denied,58,58,58e,58e,1845264.879,670504.1094
NLA12_CT-117,,,,26.97362413,Included,2.76,Region_1,Nontarget-NotLake,1,1080205,,,41.76674847,-72.63577674,3.365216978,,NLA12_CT-117,Not_Lake,59,59,59a,59a,1909133.57,713903.1979
NLA12_CT-118,1,7224,7/17/2012,25.5197079,Included,59.75,Region_1,TargetSampleable,1,1100001,NATURAL,NATURAL,41.77454096,-71.88798099,2.802215969,,NLA12_CT-118,Target_Sampled,59,59,59c,59c,1968722.649,730005.1438
NLA12_CT-119,,,,2.650486745,Included,115.85,Region_1,Nontarget-TooSmall,1,1100003,,,41.57803758,-72.29350309,1.041406651,,NLA12_CT-119,Lake_LT_1ha,59,59,59c,59c,1941736.525,700364.7834
NLA12_CT-120,,,,22.31195873,Included,107.13,Region_1,AccessDenied,1,1100005,MAN_MADE,RESERVOIR,41.37641485,-73.05294436,3.41632661,,NLA12_CT-120,Target_Denied,59,59,59c,59c,1886163.246,663179.2118
NLA12_CT-121,,,,12.49662377,Included,89.77,Region_1,Nontarget-Other,1,1080207,,,41.89886627,-72.83252994,1.900689331,,NLA12_CT-121,Non_Target,59,59,59a,59a,1889809.683,724311.6817
NLA12_CT-122,,,,103.8948765,Included,96.94,Region_1,Nontarget-Other,1,1100006,MAN_MADE,RESERVOIR,41.17002866,-73.5502908,5.635332002,,NLA12_CT-122,Non_Target,59,59,59c,59c,1851462.49,630950.4038
NLA12_CT-123,,,,3.972816876,Included,0,Region_1,Nontarget-NotLake,1,1100003,,,41.28662321,-72.25898492,1.000193351,,NLA12_CT-123,Not_Lake,59,59,59g,59g,1952568.905,669464.9903
NLA12_CT-124,,,,1.312573474,Included,191.56,Region_1,Nontarget-TooShallow,1,1100005,,,41.66981663,-73.04206491,0.533630696,,NLA12_CT-124,Lake_Shallow,59,59,59c,59c,1879184.119,695279.2788
NLA12_CT-125,,,,1.346229289,Included,10.69,Region_1,Nontarget-NotLake,1,1100004,,,41.45940314,-72.83355392,0.454212645,,NLA12_CT-125,Not_Lake,59,59,59a,59a,1901597.395,676568.3668
NLA12_CT-126,1,7582,8/1/2012,33.91858309,Included,156.76,Region_1,TargetSampleable,1,1100002,MAN_MADE,MAN_MADE,41.84051817,-72.10979305,3.128288958,,NLA12_CT-126,Target_Sampled,59,59,59c,59c,1949160.609,732580.6969
NLA12_DE-101,1,7729,8/6/2012,65.4747537,Included,0,Region_3,TargetSampleable,2,2040205,MAN_MADE,MAN_MADE,39.42401394,-75.68735124,9.836266815,NLA06608-0141,NLA12_DE-101,Target_Sampled,63,63,63f,63f,1719542.539,400118.9102
NLA12_DE-101,2,8654,9/19/2012,65.4747537,Included,0,Region_3,TargetSampleable,2,2040205,MAN_MADE,MAN_MADE,39.42401394,-75.68735124,9.836266815,NLA06608-0141,NLA12_DE-101,Target_Sampled,63,63,63f,63f,1719542.539,400118.9102
NLA12_DE-102,1,6838,6/27/2012,23.04867436,Included,1.89,Region_3,TargetSampleable,2,2040207,MAN_MADE,MAN_MADE,38.98857897,-75.52117937,4.427945077,NLA06608-1741,NLA12_DE-102,Target_Sampled,63,63,63f,63f,1743827.412,355463.9791
NLA12_DE-103,1,7972,8/15/2012,27.27602749,Included,1.55,Region_3,TargetSampleable,2,2060008,MAN_MADE,MAN_MADE,38.64269726,-75.55096879,3.812613879,NLA06608-2333,NLA12_DE-103,Target_Sampled,63,63,63f,63f,1749607.866,317043.7122
NLA12_DE-104,1,8115,8/20/2012,34.45884719,Included,1.55,Region_3,TargetSampleable,2,2060008,MAN_MADE,MAN_MADE,38.55949766,-75.56233222,4.701420891,NLA06608-0285,NLA12_DE-104,Target_Sampled,63,63,63f,63f,1750640.771,307723.828
NLA12_DE-105,1,6780,6/25/2012,7.112233821,Included,1.96,Region_3,TargetSampleable,2,2060008,MAN_MADE,MAN_MADE,38.55992891,-75.62927498,2.472700104,,NLA12_DE-105,Target_Sampled,63,63,63f,63f,1744984.576,306539.8707
NLA12_DE-105,2,8620,9/17/2012,7.112233821,Included,1.96,Region_3,TargetSampleable,2,2060008,MAN_MADE,MAN_MADE,38.55992891,-75.62927498,2.472700104,,NLA12_DE-105,Target_Sampled,63,63,63f,63f,1744984.576,306539.8707
NLA12_DE-106,,,,1.265713987,Included,5.33,Region_3,Nontarget-NotLake,2,2040205,,,39.53725648,-75.68571063,0.540320119,,NLA12_DE-106,Not_Lake,63,63,63f,63f,1716987.076,412550.8001
NLA12_DE-107,1,8592,9/13/2012,14.22160773,Included,2.15,Region_3,TargetSampleable,2,2040207,MAN_MADE,MAN_MADE,38.86695206,-75.38016332,2.595431863,,NLA12_DE-107,Target_Sampled,63,63,63f,63f,1758581.672,344747.6157
NLA12_DE-108,,,,1.884788501,Included,0.06,Region_3,Nontarget-TooShallow,2,2040207,,,39.14918138,-75.41390494,0.738564386,,NLA12_DE-108,Lake_Shallow,63,63,63a,63a,1748950.335,375017.2953
NLA12_DE-109,,,,1.158059738,Included,77.43,Region_3,Nontarget-NotLake,2,2040205,,,39.78282971,-75.60234083,0.413030936,,NLA12_DE-109,Not_Lake,64,64,64c,64c,1718063.791,440948.2315
NLA12_DE-110,,,,195.6171395,Included,0.46,Region_3,Nontarget-NotLake,2,2040205,,,39.53369083,-75.60183242,25.07483884,,NLA12_DE-110,Not_Lake,63,63,63a,63a,1724052.691,413678.9039
NLA12_DE-111,,,,4.354048855,Included,8.65,Region_3,Nontarget-NotLake,2,2060008,,,38.57397969,-75.5179735,1.153560257,,NLA12_DE-111,Not_Lake,63,63,63f,63f,1754034.333,310127.5374
NLA12_DE-112,,,,2.568507746,Included,0.14,Region_3,Nontarget-Coastal Saline,2,2040207,,,38.99487557,-75.35594673,0.756986109,,NLA12_DE-112,Lake_Saline,63,63,63a,63a,1757524.21,359197.1347
NLA12_DE-113,,,,152.401114,Included,2.65,Region_3,Nontarget-NotLake,2,2040205,,,39.68897035,-75.63031311,10.38579751,NLA06608-3661,NLA12_DE-113,Not_Lake,63,63,63f,63f,1717981.146,430165.7252
NLA12_DE-114,,,,7.77041193,Included,1.26,Region_3,Nontarget-NotLake,2,2040207,,,38.77759551,-75.30338873,2.112491774,,NLA12_DE-114,Not_Lake,63,63,63f,63f,1767189.821,336391.9852
NLA12_DE-115,,,,23.15659435,Included,1.8,Region_3,Nontarget-NotLake,2,2040207,,,38.9887345,-75.50458611,6.216255776,,NLA12_DE-115,Not_Lake,63,63,63f,63f,1745214.677,355785.6092
NLA12_DE-116,,,,2.328600729,Included,0.68,Region_3,Nontarget-NoRecAquatUse,2,2060010,,,38.57563793,-75.13335349,0.890499989,,NLA12_DE-116,Lake_Special_Purpose,63,63,63d,63d,1786405.793,317473.4983
NLA12_DE-117,,,,7.562052233,Included,0.34,Region_3,Nontarget-Vegetated,2,2040207,,,39.28854843,-75.47116536,1.804623395,,NLA12_DE-117,Lake_Vegetated,63,63,63a,63a,1740813.632,389221.8315
NLA12_DE-118,,,,17.20431146,Included,0.22,Region_3,Nontarget-Coastal Saline,2,2040207,,,38.8430819,-75.25899919,4.230938467,NLA06608-4315,NLA12_DE-118,Lake_Saline,63,63,63a,63a,1769330.459,344384.2239
NLA12_DE-119,,,,22.45682229,Included,1.33,Region_3,Nontarget-NotLake,2,2040207,,,39.12905136,-75.5025363,6.701551418,,NLA12_DE-119,Not_Lake,63,63,63f,63f,1742020.656,371185.7324
NLA12_DE-120,,,,2.353886774,Included,0.93,Region_3,Nontarget-Coastal Saline,2,2060010,,,38.48960631,-75.07318505,0.5605251,,NLA12_DE-120,Lake_Saline,63,63,63d,63d,1793579.764,309195.9784
NLA12_DE-121,1,8469,9/10/2012,23.80019663,Included,7.95,Region_3,TargetSampleable,2,2060008,MAN_MADE,MAN_MADE,38.51997073,-75.51111717,3.015942761,NLA06608-4760,NLA12_DE-121,Target_Sampled,63,63,63f,63f,1755907.439,304340.5666
NLA12_FL-101,1,6212,5/14/2012,167489.6089,Included,4.52,Region_4,TargetSampleable,3,3090201,NATURAL,NATURAL,26.96218896,-80.86112023,310.4465382,NLA06608-3169,NLA12_FL-101,Target_Sampled,76,76,76a,76a,1506238.799,-1053034.715
NLA12_FL-101,2,8062,8/19/2012,167489.6089,Included,4.52,Region_4,TargetSampleable,3,3090201,NATURAL,NATURAL,26.96218896,-80.86112023,310.4465382,NLA06608-3169,NLA12_FL-101,Target_Sampled,76,76,76a,76a,1506238.799,-1053034.715
NLA12_FL-102,1,6222,5/16/2012,289.8131363,Included,38.73,Region_4,TargetSampleable,3,3100101,NATURAL,NATURAL,28.09204922,-81.70722184,7.515939541,NLA06608-2593,NLA12_FL-102,Target_Sampled,75,75,75c,75c,1404041.425,-942877.0015
NLA12_FL-102,2,7826,8/10/2012,289.8131363,Included,38.73,Region_4,TargetSampleable,3,3100101,NATURAL,NATURAL,28.09204922,-81.70722184,7.515939541,NLA06608-2593,NLA12_FL-102,Target_Sampled,75,75,75c,75c,1404041.425,-942877.0015
NLA12_FL-103,1,7530,7/30/2012,12408.32607,Included,19.85,Region_4,TargetSampleable,3,3080102,NATURAL,NATURAL,28.62012601,-81.62390666,58.45170408,NLA06608-2117,NLA12_FL-103,Target_Sampled,75,75,75c,75c,1403367.532,-883941.0172
NLA12_FL-104,1,6233,5/19/2012,39.15276905,Included,19.8,Region_4,TargetSampleable,3,3080101,NATURAL,NATURAL,28.63214149,-81.35520745,2.487065753,NLA06608-1349,NLA12_FL-104,Target_Sampled,75,75,75c,75c,1429187.428,-878623.0635
NLA12_FL-105,1,7839,8/12/2012,6348.877989,Included,17.7,Region_4,TargetSampleable,3,3080102,NATURAL,NATURAL,28.89574438,-81.83982976,138.9839575,NLA06608-1733,NLA12_FL-105,Target_Sampled,75,75,75c,75c,1377919.849,-856948.287
NLA12_FL-106,1,6232,5/20/2012,24.47050394,Included,11.26,Region_4,TargetSampleable,3,3080101,NATURAL,NATURAL,28.63737421,-81.13770674,2.39891519,NLA06608-0069,NLA12_FL-106,Target_Sampled,75,75,75c,75c,1450151.157,-874756.2907
NLA12_FL-107,1,6228,5/17/2012,30.03492592,Included,42.88,Region_4,TargetSampleable,3,3100208,NATURAL,NATURAL,28.17018584,-81.83447199,2.766653049,NLA06608-2657,NLA12_FL-107,Target_Sampled,75,75,75c,75c,1390352.417,-936213.1157
NLA12_FL-108,1,7531,7/28/2012,3360.424755,Included,20.82,Region_4,TargetSampleable,3,3120003,MAN_MADE,MAN_MADE,30.43458497,-84.56553879,133.2590695,NLA06608-2074,NLA12_FL-108,Target_Sampled,75,75,75a,75a,1093636.273,-723288.8072
NLA12_FL-109,1,7836,8/11/2012,3565.564552,Included,0.3,Region_4,TargetSampleable,3,3080101,NATURAL,NATURAL,28.8388165,-81.26992474,34.0907925,NLA06608-2629,NLA12_FL-109,Target_Sampled,75,75,75d,75d,1433913.58,-854744.9398
NLA12_FL-110,1,6231,5/18/2012,1.870654899,Included,29.37,Region_4,TargetSampleable,3,3090101,NATURAL,NATURAL,27.84218818,-81.50927927,0.531168411,,NLA12_FL-110,Target_Sampled,75,75,75c,75c,1427526.737,-967200.9807
NLA12_FL-110,2,7908,8/14/2012,1.870654899,Included,29.37,Region_4,TargetSampleable,3,3090101,NATURAL,NATURAL,27.84218818,-81.50927927,0.531168411,,NLA12_FL-110,Target_Sampled,75,75,75c,75c,1427526.737,-967200.9807
NLA12_FL-111,,,,3.375761249,Included,14.33,Region_4,Nontarget-Ephemeral,3,3100201,,,27.38341889,-82.38208119,0.730553825,,NLA12_FL-111,Non_Target,75,75,75b,75b,1349379.582,-1030007.366
NLA12_FL-112,,,,196.2724607,Included,0.42,Region_4,Nontarget-NoRecAquatUse,3,3090202,,,25.80415908,-80.40965833,5.795894419,,NLA12_FL-112,Lake_Special_Purpose,76,76,76c,76c,1571546.942,-1171349.903
NLA12_FL-113,,,,2.932168104,Included,7.27,Region_4,Nontarget-NoRecAquatUse,3,3080201,NATURAL,NATURAL_ENH,29.10827847,-81.03313738,0.711491255,,NLA12_FL-113,Lake_Special_Purpose,75,75,75d,75d,1452095.908,-821682.5485
NLA12_FL-114,1,6251,5/21/2012,6.37106718,Included,24.72,Region_4,TargetSampleable,3,3080101,NATURAL,NATURAL,28.62073805,-81.38955715,0.907130776,,NLA12_FL-114,Target_Sampled,75,75,75c,75c,1426054.869,-880385.4629
