VISIT_NO,EPA_REG,ECO3,ECO3_NAM,NUT_REG,NUTREG_NAME,ECO_NUTA,ECO3_X_ORIGIN,HUC2,HUC8,SITEID_07,LON_DD,LAT_DD,STATE,CNTYNAME,LAKE_ORIGIN,LakeArea,LakePerim,LakeDepth,LakeEleva,DATE,Silica,DOC,NTL,PTL,pH,Cond,Temp,Sol
1,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10200101,NLA06608-0528,-99.85563998,40.69518,NE,DAWSON,MAN-MADE,878.2474956,18.31516995,10.7,796.39,6/28/2007,14243,5250,814,65,8.28,818.9,23.163636,6.074640523
1,Region_10,10,Columbia Plateau,III,Xeric West,III,WMTNS NATURAL,17,17020015,NLA06608-0529,-119.3639845,47.184414,WA,GRANT,NATURAL,2606.638733,107.046561,8.5,320.11,9/4/2007,26140,3280,508,42,8.83,276.1,21.533333,6.06620915
1,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,PLNLOW MAN-MADE,3,3070203,NLA06608-0530,-81.41308684,31.059884,GA,GLYNN,MAN-MADE,9.741201494,2.077278248,2.4,0.71,8/7/2007,3134,4780,1016,117,8.1,36000,31.044,5.690915033
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130106,NLA06608-0531,-99.16791062,46.034074,ND,MCINTOSH,NATURAL,13.88016093,1.851641137,1.8,588.11,7/11/2007,10521,23960,2697,57,8.4,9751,21.2625,5.525816993
1,Region_2,60,Northern Appalachian Plateau and Uplands,VII,Mostly Glaciated Dairy Region,VII,EHIGH MAN-MADE,5,5010001,NLA06608-0533,-78.29237084,42.25218,NY,ALLEGANY,MAN-MADE,168.057458,9.690319438,6.9,470.53,7/18/2007,1840,2330,178,6,8.01,129.4,22.1875,5.565294118
1,Region_3,69,Central Appalachians,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,5,5050004,NLA06608-0537,-81.05483233,37.695589,WV,RALEIGH,MAN-MADE,35.86934062,5.458791578,7.5,815.49,6/6/2007,2259,2010,256,11,7.17,150.2,16.542857,5.677777778
1,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,11,11120303,NLA06608-0540,-99.37115228,35.171043,OK,BECKHAM,MAN-MADE,10.09053282,2.075854613,2,519.11,8/27/2007,12076,9720,2250,235,8.29,1255,28.053333,5.91
1,Region_3,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,2,2070008,NLA06608-0541,-77.33745683,38.965043,VA,FAIRFAX,MAN-MADE,10.11175187,1.956665849,7.1,97.61,7/12/2007,1764,3990,329,14,7.31,275.6,19.092857,5.628169935
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,4,4030108,NLA06608-0542,-88.36579346,45.785751,WI,FLORENCE,NATURAL,4.612377664,0.85959415,1.3,405.01,8/30/2007,748,13490,1303,15,8.13,129.7,21.06,5.336797386
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,1,1070005,NLA06608-0546,-71.47978934,42.354967,MA,MIDDLESEX,NATURAL,6.579366257,1.763363958,2.8,63.79,7/18/2007,734,5610,4022,181,8.49,746.2,25.794,5.490196078
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW MAN-MADE,7,7070003,NLA06608-0547,-89.83486415,44.206728,WI,ADAMS,MAN-MADE,123.811974,9.789200742,5.7,289.18,7/31/2007,3798,6340,519,10,8.28,311.1,26.085714,5.447254902
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1080104,NLA06608-0550,-71.96791311,43.957527,NH,GRAFTON,NATURAL,61.59577382,4.716015708,7.9,409.24,8/1/2007,1627,2480,234,1,6.85,27.88,23.311111,5.355751634
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7010204,NLA06608-0551,-94.16801923,45.108235,MN,WRIGHT,NATURAL,219.6509157,7.211493699,13.5,294.56,8/20/2007,5929,6680,1361,54,8.5,509.6,20.428571,5.490392157
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4050001,NLA06608-0555,-85.00769013,41.720929,IN,STEUBEN,NATURAL,11.79625324,1.58302045,10.7,292.84,7/23/2007,9177,5650,578,8,8.53,682.4,14.75,5.771503268
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,9,9020106,NLA06608-0558,-96.21518776,46.763304,MN,CLAY,NATURAL,14.03501697,1.891759921,3.7,402.97,8/9/2007,3580,11800,1154,17,8.39,407.1,22.94,5.381830065
1,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,11,11090106,NLA06608-0560,-101.6607655,35.618589,TX,MOORE,MAN-MADE,6559.392801,173.4237312,13.8,894.9,9/12/2007,11760,4750,532,27,8.49,3256,23.933333,6.624052288
1,Region_10,16,Idaho Batholith,II,Western Forested Mountains,II,WMTNS NATURAL,17,17050123,NLA06608-0561,-116.0893222,44.948436,ID,VALLEY,NATURAL,2018.422831,39.89997855,52.5,1520,8/9/2007,5900,1990,86,5,7.25,18.72,9.105263,6.378431373
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,1,1090004,NLA06608-0562,-71.61087837,41.686868,RI,KENT,MAN-MADE,157.2914486,19.85128831,10,75.34,7/13/2007,2516,4380,334,9,7.03,105.6,19.452857,5.704509804
1,Region_6,22,Arizona/New Mexico Plateau,III,Xeric West,III,WMTNS MAN-MADE,13,13020101,NLA06608-0564,-105.9168212,35.974726,NM,SANTA FE,MAN-MADE,40.7999372,4.043796187,19.3,1915.69,8/22/2007,10930,4090,217,14,7.73,84.09,18.385714,6.619542484
1,Region_9,6,Southern and Central California Chaparral and Oak Woodlands,III,Xeric West,III,WMTNS MAN-MADE,18,18050003,NLA06608-0565,-121.9668773,37.245259,CA,SANTA CLARA,MAN-MADE,19.3007469,2.596318377,3.9,92.14,7/19/2007,14744,4020,704,81,8.5,361.3,23.72,7.555359477
1,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,15,15060202,NLA06608-0569,-112.4389242,34.605175,AZ,YAVAPAI,MAN-MADE,119.1797911,9.130234221,1,1567,8/7/2007,2984,17750,2188,518,9.85,481,23.525,6.798235294
1,Region_8,43,Northwestern Great Plains,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,10,10070006,NLA06608-0570,-109.2242066,45.442135,MT,CARBON,MAN-MADE,296.9416249,12.53735789,19.8,1294,7/27/2007,8199,3570,300,12,8.41,335.1,20.5,6.02496732
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130103,NLA06608-0579,-99.7794296,46.824697,ND,KIDDER,NATURAL,314.2066556,13.24281682,1.4,525.31,8/19/2007,34258,23780,2694,229,8.71,1074,16.7,5.525816993
1,Region_3,69,Central Appalachians,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,5,5070202,NLA06608-0580,-82.39104876,37.177189,VA,DICKENSON,MAN-MADE,476.3427424,68.46809429,39,425.05,8/7/2007,2710,2390,183,10,8.36,688,16.296667,5.650784314
1,Region_10,12,Snake River Plain,III,Xeric West,III,WMTNS MAN-MADE,17,17040219,NLA06608-0581,-114.3827885,43.252639,ID,BLAINE,MAN-MADE,1560.7504,53.62836201,15.2,1462,7/3/2007,8836,2680,241,8,8.48,257.4,17.59375,6.420653595
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,1,1080205,NLA06608-0582,-72.52468392,41.800794,CT,HARTFORD,MAN-MADE,21.1105314,2.457242976,4.6,43.88,7/19/2007,8222,3310,2709,315,7.77,328.1,20.2,5.700457516
1,Region_4,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW NATURAL,8,8060100,NLA06608-0583,-91.54690118,31.206274,MS,WILKINSON,NATURAL,24.40587269,3.542984148,0.9,13.71,6/26/2007,9806,14180,4897,590,8.94,210.9,29.4,5.480784314
1,Region_9,13,Central Basin and Range,III,Xeric West,III,WMTNS MAN-MADE,16,16050203,NLA06608-0585,-118.7255216,39.486585,NV,CHURCHILL,MAN-MADE,164.1223762,15.10573347,1,1202.02,6/15/2007,10209,3020,505,105,7.87,261.3,21.05,7.308366013
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7120001,NLA06608-0587,-86.59115603,41.218487,IN,STARKE,NATURAL,554.0614131,12.8846881,7.9,218.23,7/9/2007,395,7210,1153,29,8.3,257.7,25.955556,5.878562092
1,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10250017,NLA06608-0588,-97.37482305,39.332025,KS,CLOUD,MAN-MADE,10.23484527,1.506692723,3.1,415.33,7/13/2007,11133,6000,1729,589,7.86,130.1,26.175,5.742679739
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,7,7070001,NLA06608-0590,-89.91696268,45.907637,WI,VILAS,NATURAL,36.86968395,3.377840816,3.2,476.12,8/7/2007,6957,6170,884,46,6.77,134.2,23.74,5.336797386
1,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,3,3150104,NLA06608-0591,-84.64323654,34.137612,GA,CHEROKEE,MAN-MADE,3639.297646,265.0802093,17.7,256.03,8/21/2007,5706,1910,182,5,7.88,72.58,26.78,5.707124183
1,Region_10,2,Puget Lowland,II,Western Forested Mountains,II,WMTNS MAN-MADE,17,17110002,NLA06608-0593,-122.3277089,48.708678,WA,WHATCOM,MAN-MADE,10.31472684,1.329262581,26.5,104.79,7/10/2007,2418,3370,203,4,7.7,68.98,8.866667,4.470915033
1,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,3,3060203,NLA06608-0594,-82.0648507,32.378342,GA,CANDLER,MAN-MADE,6.028735775,1.202826938,1.8,53.06,8/9/2007,337,10670,821,41,7.19,58.43,30.4675,5.810196078
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130106,NLA06608-0595,-99.76603988,45.812151,SD,CAMPBELL,NATURAL,61.07335453,4.037677278,2.4,541.69,6/12/2007,36007,26230,3828,258,8.53,2668,20.025,5.643529412
1,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,WMTNS MAN-MADE,11,11020001,NLA06608-0596,-106.3650807,39.079864,CO,LAKE,MAN-MADE,223.2825986,5.972587609,29,2802,7/30/2007,4136,1290,96,1,7.43,82.31,9.780769,6.366143791
1,Region_10,12,Snake River Plain,III,Xeric West,III,WMTNS MAN-MADE,17,17050114,NLA06608-0597,-116.6654946,43.547058,ID,CANYON,MAN-MADE,3571.159207,39.98093763,8.9,767,7/9/2007,8816,2840,361,22,8.16,172.3,22.02,6.665228758
1,Region_6,33,East Central Texas Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,12,12070102,NLA06608-0599,-96.59781441,30.290089,TX,BURLESON,MAN-MADE,4682.509549,110.3076062,8,72.58,7/19/2007,14491,8490,1012,90,7.82,330.4,28.9625,5.352156863
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,7,7050002,NLA06608-0606,-90.50816425,45.972629,WI,PRICE,NATURAL,62.10901331,3.456520164,7.3,454.76,8/8/2007,1317,8400,708,15,7.33,151,21.8375,5.402222222
1,Region_7,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW NATURAL,8,8010100,NLA06608-0608,-89.26975098,36.590093,MO,MISSISSIPPI,NATURAL,30.83717694,5.081839719,2.3,86.5,9/18/2007,8480,6890,2184,327,8.59,470.8,24.4,5.781960784
1,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,3,3100205,NLA06608-0609,-82.27729181,28.061269,FL,HILLSBOROUGH,NATURAL,339.4373012,7.537308706,3.9,34.62,7/25/2007,1085,14150,3334,239,9.45,228.9,28.44,6.302941176
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,1,1070002,NLA06608-0610,-71.3703595,42.691321,NH,HILLSBOROUGH,NATURAL,66.35048043,5.20907328,6.5,45.85,8/2/2007,25,4130,549,11,7.65,300.7,24.5375,5.490196078
1,Region_5,53,Southeastern Wisconsin Till Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7090001,NLA06608-0611,-89.25185174,42.965471,WI,DANE,NATURAL,1293.360422,15.59784263,9,258.46,7/2/2007,8561,5960,903,53,8.67,541.6,23.081818,5.576078431
1,Region_10,78,Klamath Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,17,17100301,NLA06608-0614,-123.2686178,43.378645,OR,DOUGLAS,MAN-MADE,52.66162247,7.413004867,16,207.02,6/27/2007,12401,2820,259,8,8.03,219.4,12.276471,5.786928105
1,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,11,11050001,NLA06608-0616,-98.88888117,36.724809,OK,WOODS,MAN-MADE,10.1555154,1.368402313,2.9,474.49,7/25/2007,8518,6090,483,14,8.3,1211,26.856,5.786732026
1,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,15,15020015,NLA06608-0617,-111.4965509,35.06361,AZ,COCONINO,MAN-MADE,348.5464856,21.14079019,4.1,2077,6/19/2007,5003,6360,513,40,7.77,84.62,18.216667,6.636470588
1,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,3,3140301,NLA06608-0618,-86.43728338,31.448423,AL,CRENSHAW,MAN-MADE,744.7103782,44.66077024,5.8,60.03,7/24/2007,7519,4490,257,23,7.8,89.58,29.1,5.912614379
1,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4050003,NLA06608-0619,-85.4673404,42.323827,MI,KALAMAZOO,NATURAL,59.5945523,3.907072073,11.1,253.46,7/18/2007,8289,4580,733,7,8.53,429.3,17.45,5.843660131
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7010108,NLA06608-0622,-95.33234259,45.881741,MN,DOUGLAS,NATURAL,168.7394891,10.1654411,14.1,413.74,7/24/2007,2707,6510,508,16,8.59,379.6,NA,5.490392157
1,Region_5,61,Erie Drift Plain,VII,Mostly Glaciated Dairy Region,VII,EHIGH MAN-MADE,4,4110002,NLA06608-0623,-81.31730025,41.062271,OH,PORTAGE,MAN-MADE,82.83694458,9.607777474,4.5,328.39,6/20/2007,948,4750,628,43,8.34,369.8,24.8,5.77751634
1,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,7,7140201,NLA06608-0624,-89.02743535,39.376833,IL,CHRISTIAN,MAN-MADE,31.82152563,5.446698377,10.7,195.91,6/5/2007,476,6130,1274,49,8.6,280.3,19.045455,5.743986928
1,Region_10,11,Blue Mountains,II,Western Forested Mountains,II,WMTNS NATURAL,17,17050203,NLA06608-0625,-118.185992,44.954294,OR,BAKER,NATURAL,6.795637891,1.335435873,12.9,2257.2,9/19/2007,5141,1460,55,1,6.82,21.56,10.715385,6.634836601
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,4,4030104,NLA06608-0627,-88.48011849,44.886752,WI,OCONTO,NATURAL,83.48663736,5.1918371,6.7,256.59,7/19/2007,350,7610,616,11,7.79,168,21.814286,5.504771242
1,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,11,11080004,NLA06608-0628,-105.1444706,35.759561,NM,SAN MIGUEL,MAN-MADE,325.8986282,7.492447687,4.3,2059.13,6/25/2007,2437,7370,793,40,8.34,461.7,19.6,6.619542484
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,4,4030110,NLA06608-0630,-87.77935818,46.300584,MI,MARQUETTE,NATURAL,20.65457995,2.967990797,2.5,424.93,7/30/2007,3058,8230,771,8,9.06,153.1,25.275,5.638627451
1,Region_7,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,10,10290102,NLA06608-0632,-94.63514177,38.357235,KS,LINN,MAN-MADE,75.81200985,5.318636947,8,256.18,6/12/2007,236,6060,746,44,8.55,448.8,26.277778,5.480196078
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,9,9010001,NLA06608-0634,-101.229344,47.924949,ND,WARD,NATURAL,12.78635999,1.661742294,2.1,663.58,8/22/2007,15665,44700,6800,288,8.87,2748,17.8,5.440392157
1,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10190006,NLA06608-0635,-105.1268527,40.336497,CO,LARIMER,MAN-MADE,189.8167021,7.982005023,6.7,1562.41,8/22/2007,2836,3330,224,18,7.97,139.7,22.114286,5.906928105
1,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,WMTNS MAN-MADE,14,14060004,NLA06608-0637,-111.0580729,40.133912,UT,WASATCH,MAN-MADE,5376.669903,139.9754139,23,2304,8/6/2007,475,3990,454,21,8.63,249,13.6625,6.78248366
1,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,WMTNS NATURAL,17,17020003,NLA06608-0641,-117.6640499,48.418773,WA,STEVENS,NATURAL,27.00043435,2.918369245,4.8,713.93,7/25/2007,32758,6270,737,49,8.6,156,18.816667,5.483594771
1,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,10,10220001,NLA06608-0648,-99.24832126,42.267701,NE,ROCK,NATURAL,10.29330913,1.391695237,1.4,730.78,8/1/2007,32605,73440,8603,349,8.95,1277,25.333333,5.965947712
1,Region_9,5,Sierra Nevada,II,Western Forested Mountains,II,WMTNS MAN-MADE,18,18040010,NLA06608-0649,-119.9997761,38.476035,CA,ALPINE,MAN-MADE,70.0184268,5.032443994,6.5,2227.25,9/19/2007,7676,2010,95,9,7.1,18.37,16.357143,7.550130719
1,Region_10,17,Middle Rockies,II,Western Forested Mountains,II,WMTNS NATURAL,17,17040202,NLA06608-0650,-111.3963618,44.642099,ID,FREMONT,NATURAL,2459.15098,32.64634057,5.6,1973,7/25/2007,5965,4270,466,23,8.5,244.7,21.728571,6.178235294
1,Region_4,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,3,3150202,NLA06608-0651,-86.64445451,33.468352,AL,JEFFERSON,MAN-MADE,394.1979323,32.11341426,9.1,167.65,7/17/2007,2028,2780,290,12,8.7,222.4,27.233333,5.76751634
1,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,7,7070001,NLA06608-0654,-89.35046545,45.987382,WI,VILAS,NATURAL,21.89643819,2.049806012,1.8,501.71,8/14/2007,3038,9060,698,22,6.83,22.1,23.1,5.336797386
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1020002,NLA06608-0657,-69.00206052,46.16791,ME,PISCATAQUIS,NATURAL,47.27533144,3.340422733,2.4,271.91,9/13/2007,3736,7430,559,20,6.97,28.69,15.54,5.055294118
1,Region_10,1,Coast Range,II,Western Forested Mountains,II,WMTNS NATURAL,17,17100206,NLA06608-0658,-124.0796101,44.023835,OR,LANE,NATURAL,60.55964739,3.74028717,22,30.36,7/26/2007,10308,1820,110,5,7.28,59.18,13.665217,5.49503268
1,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,9,9020308,NLA06608-0659,-98.0662251,48.188074,ND,NELSON,MAN-MADE,37.26370689,5.259362813,6.2,455.1,6/26/2007,20026,12800,1593,432,8.44,888.5,21.121429,5.226993464
1,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,5,5120201,NLA06608-0660,-86.21162845,39.715719,IN,MARION,NATURAL,18.96018685,1.854494736,8.5,211.85,7/12/2007,2599,4000,1546,8,8.41,864.6,21.622222,5.795686275
1,Region_3,60,Northern Appalachian Plateau and Uplands,VII,Mostly Glaciated Dairy Region,VII,EHIGH MAN-MADE,2,2050106,NLA06608-0661,-75.70704866,41.555495,PA,LACKAWANNA,MAN-MADE,71.25454463,9.101960346,5.4,299.09,8/8/2007,1322,3860,601,22,8.31,204,23.116667,5.562941176
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1080101,NLA06608-0662,-71.35188791,45.080297,NH,COOS,NATURAL,140.8573466,6.321545431,3.5,479.96,8/7/2007,2710,2880,256,12,7.46,68.4,21.92,5.044575163
1,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,10,10170201,NLA06608-0663,-97.43982726,44.927213,SD,CODINGTON,NATURAL,70.07706427,3.169797137,1,527.91,8/8/2007,23090,27700,6603,618,9.12,2425,22.95,5.752679739
1,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,3,3030004,NLA06608-0665,-79.20867259,35.052465,NC,HOKE,MAN-MADE,59.71733314,6.997615012,3.4,71.99,6/27/2007,597,2800,86,1,5.51,11.32,26.4,5.846078431
1,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,WMTNS NATURAL,14,14060003,NLA06608-0671,-110.3847622,40.689749,UT,DUCHESNE,NATURAL,5.832266593,1.295517494,4.3,3297.74,8/16/2007,588,1210,380,19,6.75,12.98,14.416,6.839150327
1,Region_5,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW NATURAL,7,7140101,NLA06608-0672,-90.09502746,38.701798,IL,MADISON,NATURAL,807.6806613,31.70102938,1.8,121.74,7/26/2007,16723,7510,2273,213,8.84,803.6,28.7,5.768888889
1,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,1,1080203,NLA06608-0674,-72.95778821,42.541988,MA,HAMPSHIRE,NATURAL,25.55122203,2.477877792,2.7,515.86,7/26/2007,319,3330,243,3,7,35.85,23.086667,5.53379085
1,Region_10,80,Northern Basin and Range,III,Xeric West,III,WMTNS NATURAL,17,17120009,NLA06608-0677,-118.446839,42.772394,OR,HARNEY,NATURAL,89.836885,3.884898352,3.2,1272.22,7/17/2007,25718,17860,1864,150,9,894.9,21.5,7.058039216
1,Region_10,4,Cascades,II,Western Forested Mountains,II,WMTNS NATURAL,17,17070301,NLA06608-0678,-121.7804825,43.963587,OR,DESCHUTES,NATURAL,102.1565812,8.624833138,3.1,1514.87,8/7/2007,18115,2200,462,52,8.07,40.06,19.675,6.514509804
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7010206,NLA06608-0679,-93.24237251,44.907241,MN,HENNEPIN,NATURAL,80.67161098,4.278811947,4,248.15,6/27/2007,10747,6190,635,13,8.46,509.2,25.76,5.60875817
1,Region_3,70,Western Allegheny Plateau,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,5,5030203,NLA06608-0681,-80.61407853,38.823499,WV,BRAXTON,MAN-MADE,334.3315616,51.74638075,4.7,238.52,6/14/2007,2764,1740,249,9,6.97,56.11,22.561667,5.732091503
1,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,7,7020005,NLA06608-0686,-95.68760607,45.992946,MN,DOUGLAS,NATURAL,15.26573132,1.541087671,1.1,405.58,7/11/2007,31927,18170,1343,122,9.31,553.4,20.55,5.490392157
1,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,WMTNS MAN-MADE,14,14020005,NLA06608-0687,-108.0510627,38.996919,CO,DELTA,MAN-MADE,14.98479063,1.620425858,13.5,3070.94,8/14/2007,15463,1970,198,13,8.2,81.22,12.964286,6.500196078
1,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,1,1090003,NLA06608-0690,-71.5975535,41.989431,RI,PROVIDENCE,MAN-MADE,24.34180652,2.422694828,4.3,75.77,7/3/2007,2877,3980,479,15,7.21,137.9,21.352857,5.704509804
1,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,10,10200101,NLA06608-0692,-99.05552208,40.671414,NE,BUFFALO,MAN-MADE,8.740125143,2.199447516,6.7,648.47,7/10/2007,9393,5140,631,23,8.52,796.6,23.771429,6.074640523
1,Region_9,6,Southern and Central California Chaparral and Oak Woodlands,III,Xeric West,III,WMTNS MAN-MADE,18,18040006,NLA06608-0693,-119.5155897,37.147278,CA,MADERA,MAN-MADE,69.77192161,9.869392749,5,300.34,7/25/2007,6974,1590,79,4,7.29,31.29,17.233333,7.716862745
1,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,11,11130303,NLA06608-0696,-97.4757382,34.945822,OK,MCCLAIN,MAN-MADE,12.16119365,2.342561094,4,307.94,7/16/2007,5217,9290,829,252,7.98,183.1,26.593333,5.475163399
1,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,10,10130103,NLA06608-0707,-99.41665043,46.892699,ND,STUTSMAN,NATURAL,43.218989,6.512751,3.5,527.1,7/12/2007,2514,37930,4034,127,8.93,9379,21.442857,5.525816993
1,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,3,3080102,NLA06608-0709,-81.68245579,28.866544,FL,LAKE,NATURAL,39.5189832,2.484152054,2.1,18.92,9/18/2007,968,15810,2492,202,7.45,190.1,28.96,5.46496732
1,Region_1,84,Atlantic Coastal Pine Barrens,XIV,Eastern Coastal Plain,CPL,PLNLOW NATURAL,1,1090002,NLA06608-0710,-70.65792119,41.760269,MA,PLYMOUTH,NATURAL,15.24576445,1.555731873,4.9,1.75,7/24/2007,5034,2940,302,21,6.99,175.5,22.588889,5.766470588
1,Region_6,35,South Central Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,8,8080204,NLA06608-0711,-93.11140261,30.751073,LA,BEAUREGARD,MAN-MADE,624.012216,24.49957698,6.5,27.67,9/10/2007,14509,6760,523,74,6.82,50.55,28.182857,5.304640523
