SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DATEPHYT,SAMPLED_PHYT,SAMPLE_CATEGORY,INDXSAMP_PHYT,SAMPLE_TYPE,SAMPLE_DEPTH,PHYT_VOLUME,PRESERVED_PHYT,FLAG_FLD_PHYT,SAMPLE_ID,LAB_ID,INIT_VOL,CONC_VOL,TOT_AREA,CNT_AREA,LAB_TAXON,COUNT,PROPORTION,UNITCELLS,CNT_UNIT,DIVISION,ORDER,FAMILY,GENUS,SPECIES,VARIETY,DISTINCT,TAXONOMIST,SOURCELAB,SOURCEDATE,DATATYPE
NLA06608-0105,1,PROB_Lake,Target_Sampled,7/5/2007,YES,X,NO,DIATOM,2,1000,Y,IM,502393,5069.42.13,333,20,254.4690049,38.76,1875,2,0.018348624,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Stephanodiscus,hantzschii,,Y,PG,EA,20090216,PHYT
NLA06608-0105,1,PROB_Lake,Target_Sampled,7/5/2007,YES,X,NO,DIATOM,2,1000,Y,IM,502393,5069.42.13,333,20,254.4690049,38.76,1881,2,0.018348624,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Stephanodiscus,niagarae,,Y,PG,EA,20090216,PHYT
NLA06608-0105,1,PROB_Lake,Target_Sampled,7/5/2007,YES,P,YES,DIATOM,2,1000,Y,,502393,5069.42.12,333,20,254.4690049,38.19,1881,5,0.033557047,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Stephanodiscus,niagarae,,Y,PG,EA,20090216,PHYT
NLA06608-0105,1,PROB_Lake,Target_Sampled,7/5/2007,YES,X,NO,DIATOM,2,1000,Y,IM,502393,5069.42.13,333,20,254.4690049,38.76,2008,2,0.018348624,,C,Chrysophyta (Bacillariophyceae),Centrales,Thalassiosiraceae,Thalassiosira,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,1,PROB_Lake,Target_Sampled,7/5/2007,YES,X,NO,DIATOM,2,1000,Y,IM,502393,5069.42.13,333,20,254.4690049,38.76,2079,2,0.018348624,,C,Chrysophyta (Bacillariophyceae),Pennales,(Undetermined),,,,N,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,510983,5069.42.14,333,20,254.4690049,37.38,113,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Achnanthes,minutissima,jackii,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,109,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthidiaceae,Achnanthidium,minutissimum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,109,10,0.036764706,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthidiaceae,Achnanthidium,minutissimum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,186,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Catenulaceae,Amphora,copulata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,182,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Catenulaceae,Amphora,fogediana,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,193,5,0.015337423,,C,Chrysophyta (Bacillariophyceae),Pennales,Catenulaceae,Amphora,pediculus,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,193,7,0.025735294,,C,Chrysophyta (Bacillariophyceae),Pennales,Catenulaceae,Amphora,pediculus,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,220,57,0.174846626,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Asterionella,formosa,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,220,28,0.102941176,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Asterionella,formosa,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,221,4,0.012269939,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Asterionella,ralfsii,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,221,6,0.022058824,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Asterionella,ralfsii,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,229,26,0.079754601,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,229,15,0.055147059,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,230,7,0.021472393,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,angustissima,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,258,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Pinnulariaceae,Caloneis,bacillum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,318,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Cocconeis,placentula,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,309,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Cocconeis,placentula,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,322,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Cocconeis,placentula,lineata,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,322,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Cocconeis,placentula,lineata,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,2137,3,0.011029412,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclostephanos,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,2153,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclostephanos,tholiformis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,2153,4,0.014705882,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclostephanos,tholiformis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,353,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclotella,meneghiniana,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,334,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclotella,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,2121,3,0.009202454,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,2121,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,521,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Diatoma,tenuis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,521,2,0.007352941,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Diatoma,tenuis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,522,3,0.009202454,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Diatoma,vulgaris,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,522,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Diatoma,vulgaris,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,550,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Diploneidaceae,Diploneis,puella,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,550,5,0.018382353,,C,Chrysophyta (Bacillariophyceae),Pennales,Diploneidaceae,Diploneis,puella,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,439,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Not Designated,Encyonopsis,microcephala,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,441,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Not Designated,Encyonopsis,minuta,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,441,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Not Designated,Encyonopsis,minuta,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,576,3,0.009202454,,C,Chrysophyta (Bacillariophyceae),Pennales,Rhopalodiaceae,Epithemia,sorex,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,576,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Rhopalodiaceae,Epithemia,sorex,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1255,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Not Designated,Fistulifera,pelliculosa,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,673,3,0.009202454,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,capucina,mesolepta,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,686,8,0.024539877,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,crotonensis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,686,2,0.007352941,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,crotonensis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,676,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,vaucheriae,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,676,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,vaucheriae,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1060,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Geissleria,decussis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1060,4,0.014705882,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Geissleria,decussis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,850,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,parvulum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,868,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,simus,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,868,2,0.007352941,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,simus,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,751,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,751,5,0.018382353,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,872,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,subclavatum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,933,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Centrales,Melosiraceae,Melosira,arentii,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1051,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,cryptotenella,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1197,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,minima,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1312,13,0.039877301,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,recens,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1312,11,0.040441176,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,recens,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1324,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,salinarum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,2080,5,0.015337423,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,2080,9,0.033088235,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,2081,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,2081,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,2082,2,0.007352941,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,959,9,0.027607362,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,959,4,0.014705882,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1410,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,veneta,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1480,5,0.015337423,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,agnita,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1484,3,0.009202454,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,amphibia,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1484,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,amphibia,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1490,2,0.006134969,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,angustata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1490,2,0.007352941,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,angustata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1509,10,0.036764706,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,capitellata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1528,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,dissipata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1528,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,dissipata,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1548,12,0.036809816,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,frustulum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1548,2,0.007352941,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,frustulum,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1567,6,0.018404908,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,inconspicua,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1582,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,linearis,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1598,16,0.049079755,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,palea,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1598,16,0.058823529,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,palea,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,P,NO,DIATOM,0.5,1000,Y,,511133,5069.42.14,333,20,254.4690049,37.38,1602,1,0.003067485,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,paleacea,,Y,PG,EA,20090216,PHYT
NLA06608-0105,2,PROB_Lake,Target_Sampled,9/12/2007,YES,D,NO,DIATOM,0.5,1000,Y,,511133,5069.42.15,333,20,254.4690049,40.04,1626,1,0.003676471,,C,Chrysophyta (Bacillariophyceae),Pennales,Bacillariaceae,Nitzschia,rosenstockii,,Y,PG,EA,20090216,PHYT
