SITE_ID,VISIT_NO,LON_DD,LAT_DD,EPA_REG,ECO_LEV_3,ECO_L3_NAM,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,AREA_HA,LAKEPERIM,DEPTHMAX,ELEV_PT,HUC_2,HUC_8
NLA06608-0393,1,-120.5721188,37.89444471,Region_9,6,Southern and Central California Chaparral and Oak Woodlands,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,401.3816881,48.96900169,42.5,155.75,18,18040010
NLA06608-0395,1,-86.48006432,33.09780391,Region_4,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,4768.351596,400.2194601,12.6,117.88,3,3150106
NLA06608-0399,1,-83.99670111,42.42304224,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,18.7308107,3.199262296,3.5,268.4,4,4090005
NLA06608-0401,1,-68.23140034,47.17784258,Region_1,82,Laurentian Plains and Hills,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,2677.177683,53.32502151,50,177.26,1,1010003
NLA06608-0402,1,-124.0780934,42.88974892,Region_10,1,Coast Range,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,7.451150403,1.207564988,2.3,85.81,17,17100305
NLA06608-0402,2,-124.0780934,42.88974892,Region_10,1,Coast Range,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,7.451150403,1.207564988,2.1,85.81,17,17100305
NLA06608-0403,1,-94.56183848,47.39595432,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,6605.134097,75.90976746,34.1,396.79,7,7010101
NLA06608-0405,1,-75.87948445,41.97137282,Region_3,60,Northern Appalachian Plateau and Uplands,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,12.61942837,1.399424174,4,408.87,2,2050101
NLA06608-0406,1,-121.7044304,45.18038118,Region_10,4,Cascades,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,141.8718591,8.923070402,2.5,1072.83,17,17070306
NLA06608-0407,1,-97.75438416,45.09335555,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,27.4683107,1.951433639,3.5,535.5,10,10160010
NLA06608-0408,1,-97.28183273,34.36882178,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,82.85155996,7.159747077,9.8,319.4,11,11130303
NLA06608-0413,1,-77.7454141,36.56057181,Region_3,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,8.557671899,1.75119976,3,65.65,3,3010204
NLA06608-0414,1,-91.61045649,46.13180055,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,19.57568112,1.805802927,1,368.16,7,7030002
NLA06608-0418,1,-71.9999278,42.76982559,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,51.28077598,4.248873842,2.6,365.37,1,1070003
NLA06608-0421,1,-73.76674325,43.09504296,Region_2,83,Eastern Great Lakes and Hudson Lowlands,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,25.86570924,4.036894474,5.8,86.43,2,2020003
NLA06608-0425,1,-111.8406157,38.60231182,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,144.3154395,6.780695715,3.2,2132,16,16030002
NLA06608-0426,1,-85.07388127,43.8382238,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,159.9850198,8.608542559,7.7,319.89,4,4080202
NLA06608-0432,1,-90.07170002,34.72092203,Region_4,74,Mississippi Valley Loess Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,3907.84138,102.3632486,5.5,65.5,8,8030204
NLA06608-0433,1,-73.29262702,44.52251138,Region_1,83,Eastern Great Lakes and Hudson Lowlands,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,107359.9005,962.1652079,97,28.84,2,2010000
NLA06608-0435,1,-90.69813817,45.16826567,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,PLNLOW MAN-MADE,368.6973816,15.01318869,5.2,383.09,7,7050005
NLA06608-0436,1,-92.9382529,34.45197764,Region_6,36,Ouachita Mountains,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,500.1143836,43.56987943,8.2,91.08,8,8040101
NLA06608-0439,1,-99.23111059,45.6434979,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,17.48389586,1.9417606,0.9,594.19,10,10160007
NLA06608-0440,1,-97.34810228,36.23894258,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,179.6547197,15.00253457,9,329.73,11,11060006
NLA06608-0442,1,-101.9047579,48.28610194,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,30.17185053,4.970823575,2.2,659.73,10,10110101
NLA06608-0444,1,-89.91161609,34.16578918,Region_4,74,Mississippi Valley Loess Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,4.398899052,1.119552107,,92.35,8,8030203
NLA06608-0445,1,-81.01548859,40.04075657,Region_5,70,Western Allegheny Plateau,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,43.04307317,6.510790055,8.4,322.66,5,5030106
NLA06608-0447,1,-82.87603537,38.47961378,Region_4,70,Western Allegheny Plateau,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,70.45608606,10.58989409,14.8,182.27,5,5090104
NLA06608-0449,1,-117.6915241,48.13580369,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,48.19243402,2.937004986,5.8,619.91,17,17020003
NLA06608-0452,1,-105.0360311,39.80684554,Region_8,25,High Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,5.391015571,1.153685508,7.2,1590.47,10,10190004
NLA06608-0453,1,-81.77025392,28.57332363,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,743.0730589,10.62659391,3.9,28.99,3,3080102
NLA06608-0454,1,-71.19898937,41.97098891,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,202.4298506,12.36993924,2.2,30.85,1,1090004
NLA06608-0456,1,-96.47583806,33.06325702,Region_6,32,Texas Blackland Prairies,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,9288.403959,182.8813591,12.7,143.86,12,12030106
NLA06608-0458,1,-83.54189637,31.16378198,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,128.0576834,8.443913715,3.7,57.42,3,3110204
NLA06608-0459,1,-86.84234494,34.2269109,Region_4,68,Southwestern Appalachians,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,72.95040407,11.87228388,9.6,247.04,3,3160109
NLA06608-0462,1,-89.29397704,46.19906329,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,149.7868259,6.903455506,13,522.69,7,7070001
NLA06608-0463,1,-83.52098213,42.21176414,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,272.7513592,17.45719673,5.8,198.31,4,4090005
NLA06608-0467,1,-89.36445641,43.54592149,Region_5,53,Southeastern Wisconsin Till Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,183.5188922,10.43716624,24.5,237.25,4,4030201
NLA06608-0468,1,-106.6003635,39.43240936,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,6.780172834,1.22241284,13.9,3068.4,14,14010004
NLA06608-0469,1,-75.33783928,41.90973411,Region_3,60,Northern Appalachian Plateau and Uplands,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,12.71231975,1.907141321,11.5,413.35,2,2040101
NLA06608-0470,1,-71.2654292,43.62308804,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,132.8445725,6.024761658,11.4,155.18,1,1070002
NLA06608-0471,1,-97.2623188,45.44015743,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,857.1952963,20.06849553,7.6,564.78,10,10160010
NLA06608-0472,1,-96.23835676,34.57061143,Region_6,37,Arkansas Valley,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,158.9734793,12.64075427,8,186,11,11140103
NLA06608-0473,1,-80.20338458,35.51629478,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,909.0342354,71.8636521,15.3,170.71,3,3040103
NLA06608-0479,1,-83.00425479,39.92061781,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,18.27545989,1.992213542,5.5,209.24,5,5060001
NLA06608-0480,1,-90.54213897,37.99433764,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,16.24353412,3.343738326,15.9,239.95,7,7140104
NLA06608-0480,2,-90.54213897,37.99433764,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,16.24353412,3.343738326,15.6,239.95,7,7140104
NLA06608-0483,1,-101.1563449,29.49147018,Region_6,24,Chihuahuan Deserts,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,14130.01792,727.1479422,41.6,336.66,13,13040212
NLA06608-0484,1,-88.48981792,36.3106781,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,37.31498489,3.79600164,1.2,125.56,8,8010203
NLA06608-0488,1,-95.98672528,37.19249014,Region_7,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,13.48195629,4.312833504,3.6,252.08,11,11070106
NLA06608-0489,1,-78.00762524,38.49363215,Region_3,64,Northern Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,21.62741859,3.185509305,2.5,115.8,2,2080103
NLA06608-0491,1,-85.734175,41.41314405,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,53.13592451,4.37288814,1.3,261.61,4,4050001
NLA06608-0493,1,-77.64555522,38.77124892,Region_3,64,Northern Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,288.9176192,26.98345316,15.1,86.34,2,2070010
NLA06608-0494,1,-94.53354023,46.82219046,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,631.0209246,13.97816515,23.5,403.19,7,7010105
NLA06608-0495,1,-107.4380582,38.44681794,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,367.9212786,40.73191941,44.5,2185.23,14,14020002
NLA06608-0496,1,-108.0524686,48.75171319,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,12.44122713,2.644699653,1.9,888.42,10,10050010
NLA06608-0497,1,-111.8159376,42.10765269,Region_10,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,34.22642526,3.639089032,9.6,1485,16,16010202
NLA06608-0498,1,-71.95133091,41.95095517,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,36.73223812,2.872661675,5.5,86.77,1,1100001
NLA06608-0500,1,-94.21467091,34.21452974,Region_6,36,Ouachita Mountains,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,392.2005889,43.54131175,22,153.59,11,11140109
NLA06608-0501,1,-122.6247455,37.94635193,Region_9,6,Southern and Central California Chaparral and Oak Woodlands,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,99.6608727,13.75652509,16.3,198.57,18,18050005
NLA06608-0502,1,-83.7469401,42.82731383,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,30.33533655,2.963155653,10.7,263.7,4,4080203
NLA06608-0503,1,-97.0587349,43.57477426,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,20.76973087,1.745953904,2,485.13,10,10170102
NLA06608-0508,1,-90.54209875,33.85862113,Region_4,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,15.37347752,1.526286385,0.5,38.92,8,8030207
NLA06608-0509,1,-79.56745425,40.46163354,Region_3,70,Western Allegheny Plateau,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,412.1244393,35.30116228,13.4,318.34,5,5010008
NLA06608-0510,1,-98.8914836,48.24775379,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,180.9745987,10.83663647,4.1,443.79,9,9020201
NLA06608-0511,1,-107.5377617,38.22555093,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,75.54786412,5.860083604,16,2719,14,14020002
NLA06608-0512,1,-100.3053493,48.92434782,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,35.11300262,4.20408611,3,674.31,9,9010004
NLA06608-0514,1,-78.11907346,40.35740927,Region_3,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,3347.380555,191.6380496,28,239.41,2,2050303
NLA06608-0515,1,-98.94484753,46.02793009,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,69.27151861,4.269061873,3.7,633.4,10,10160004
NLA06608-0523,1,-96.95103624,43.92368969,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,411.6060301,9.390298706,4.1,485.78,10,10170203
NLA06608-0526,1,-91.39296143,47.94850085,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,24.04902764,3.477794386,5.5,460.42,9,9030001
NLA06608-0528,1,-99.85563998,40.69518018,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,878.2474956,18.31516995,10.7,796.39,10,10200101
NLA06608-0529,1,-119.3639845,47.18441442,Region_10,10,Columbia Plateau,III,Xeric West,III,NATURAL,WMTNS NATURAL,2606.638733,107.046561,8.5,320.11,17,17020015
NLA06608-0530,1,-81.41308684,31.05988383,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,9.741201494,2.077278248,2.4,0.71,3,3070203
NLA06608-0531,1,-99.16791062,46.03407357,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,13.88016093,1.851641137,1.8,588.11,10,10130106
NLA06608-0533,1,-78.29237084,42.25218027,Region_2,60,Northern Appalachian Plateau and Uplands,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,168.057458,9.690319438,6.9,470.53,5,5010001
NLA06608-0537,1,-81.05483233,37.69558878,Region_3,69,Central Appalachians,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,35.86934062,5.458791578,7.5,815.49,5,5050004
NLA06608-0540,1,-99.37115228,35.17104325,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,10.09053282,2.075854613,2,519.11,11,11120303
NLA06608-0541,1,-77.33745683,38.96504347,Region_3,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,10.11175187,1.956665849,7.1,97.61,2,2070008
NLA06608-0542,1,-88.36579346,45.78575069,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,4.612377664,0.85959415,1.3,405.01,4,4030108
NLA06608-0546,1,-71.47978934,42.35496664,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,6.579366257,1.763363958,2.8,63.79,1,1070005
NLA06608-0547,1,-89.83486415,44.20672826,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,123.811974,9.789200742,5.7,289.18,7,7070003
NLA06608-0550,1,-71.96791311,43.9575273,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,61.59577382,4.716015708,7.9,409.24,1,1080104
NLA06608-0551,1,-94.16801923,45.10823473,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,219.6509157,7.211493699,13.5,294.56,7,7010204
NLA06608-0555,1,-85.00769013,41.72092858,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,11.79625324,1.58302045,10.7,292.84,4,4050001
NLA06608-0558,1,-96.21518776,46.76330385,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,14.03501697,1.891759921,3.7,402.97,9,9020106
NLA06608-0560,1,-101.6607655,35.61858883,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,6559.392801,173.4237312,13.8,894.9,11,11090106
NLA06608-0561,1,-116.0893222,44.9484358,Region_10,16,Idaho Batholith,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,2018.422831,39.89997855,52.5,1520,17,17050123
NLA06608-0562,1,-71.61087837,41.68686806,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,157.2914486,19.85128831,10,75.34,1,1090004
NLA06608-0562,2,-71.61087837,41.68686806,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,157.2914486,19.85128831,7.5,75.34,1,1090004
NLA06608-0564,1,-105.9168212,35.97472589,Region_6,22,Arizona/New Mexico Plateau,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,40.7999372,4.043796187,19.3,1915.69,13,13020101
NLA06608-0565,1,-121.9668773,37.24525923,Region_9,6,Southern and Central California Chaparral and Oak Woodlands,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,19.3007469,2.596318377,3.9,92.14,18,18050003
NLA06608-0569,1,-112.4389242,34.60517537,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,119.1797911,9.130234221,1,1567,15,15060202
NLA06608-0570,1,-109.2242066,45.44213549,Region_8,43,Northwestern Great Plains,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,296.9416249,12.53735789,19.8,1294,10,10070006
NLA06608-0579,1,-99.7794296,46.82469712,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,314.2066556,13.24281682,1.4,525.31,10,10130103
NLA06608-0580,1,-82.39104876,37.17718851,Region_3,69,Central Appalachians,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,476.3427424,68.46809429,39,425.05,5,5070202
NLA06608-0581,1,-114.3827885,43.25263859,Region_10,12,Snake River Plain,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,1560.7504,53.62836201,15.2,1462,17,17040219
NLA06608-0582,1,-72.52468392,41.80079367,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,21.1105314,2.457242976,4.6,43.88,1,1080205
NLA06608-0583,1,-91.54690118,31.20627441,Region_4,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,24.40587269,3.542984148,0.9,13.71,8,8060100
NLA06608-0585,1,-118.7255216,39.48658532,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,164.1223762,15.10573347,1,1202.02,16,16050203
NLA06608-0587,1,-86.59115603,41.2184867,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,554.0614131,12.8846881,7.9,218.23,7,7120001
NLA06608-0587,2,-86.59115603,41.2184867,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,554.0614131,12.8846881,7.3,218.23,7,7120001
NLA06608-0588,1,-97.37482305,39.3320249,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,10.23484527,1.506692723,3.1,415.33,10,10250017
NLA06608-0590,1,-89.91696268,45.9076374,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,36.86968395,3.377840816,3.2,476.12,7,7070001
NLA06608-0591,1,-84.64323654,34.13761156,Region_4,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,3639.297646,265.0802093,17.7,256.03,3,3150104
NLA06608-0593,1,-122.3277089,48.70867836,Region_10,2,Puget Lowland,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,10.31472684,1.329262581,26.5,104.79,17,17110002
NLA06608-0594,1,-82.0648507,32.37834158,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,6.028735775,1.202826938,1.8,53.06,3,3060203
NLA06608-0595,1,-99.76603988,45.81215092,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,61.07335453,4.037677278,2.4,541.69,10,10130106
NLA06608-0596,1,-106.3650807,39.07986361,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,223.2825986,5.972587609,29,2802,11,11020001
NLA06608-0597,1,-116.6654946,43.54705816,Region_10,12,Snake River Plain,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,3571.159207,39.98093763,8.9,767,17,17050114
NLA06608-0599,1,-96.59781441,30.29008869,Region_6,33,East Central Texas Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,4682.509549,110.3076062,8,72.58,12,12070102
NLA06608-0606,1,-90.50816425,45.97262852,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,62.10901331,3.456520164,7.3,454.76,7,7050002
NLA06608-0608,1,-89.26975098,36.59009304,Region_7,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,30.83717694,5.081839719,2.3,86.5,8,8010100
NLA06608-0609,1,-82.27729181,28.06126866,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,339.4373012,7.537308706,3.9,34.62,3,3100205
NLA06608-0610,1,-71.3703595,42.69132092,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,66.35048043,5.20907328,6.5,45.85,1,1070002
NLA06608-0611,1,-89.25185174,42.9654707,Region_5,53,Southeastern Wisconsin Till Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,1293.360422,15.59784263,9,258.46,7,7090001
NLA06608-0614,1,-123.2686178,43.37864455,Region_10,78,Klamath Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,52.66162247,7.413004867,16,207.02,17,17100301
NLA06608-0616,1,-98.88888117,36.72480919,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,10.1555154,1.368402313,2.9,474.49,11,11050001
NLA06608-0617,1,-111.4965509,35.06360996,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,348.5464856,21.14079019,4.1,2077,15,15020015
NLA06608-0618,1,-86.43728338,31.44842292,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,744.7103782,44.66077024,5.8,60.03,3,3140301
NLA06608-0619,1,-85.4673404,42.32382664,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,59.5945523,3.907072073,11.1,253.46,4,4050003
NLA06608-0622,1,-95.33234259,45.88174092,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,168.7394891,10.1654411,14.1,413.74,7,7010108
NLA06608-0623,1,-81.31730025,41.06227132,Region_5,61,Erie Drift Plain,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,82.83694458,9.607777474,4.5,328.39,4,4110002
NLA06608-0624,1,-89.02743535,39.37683345,Region_5,54,Central Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,31.82152563,5.446698377,10.7,195.91,7,7140201
NLA06608-0625,1,-118.185992,44.9542938,Region_10,11,Blue Mountains,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,6.795637891,1.335435873,12.9,2257.2,17,17050203
NLA06608-0627,1,-88.48011849,44.88675167,Region_5,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,83.48663736,5.1918371,6.7,256.59,4,4030104
