"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen.BioV","ln_phySR","ln_zpSR","ln_zpDen","ln_Cond","ln_DOC","ln_NTL","ln_PTL","ln_Silica"
"NLA06608-0313",9,5.13893038541978,1.51702956791897,0.333333333333333,0.23546511627907,16,0.293328795616489,103545.77777701,6536101.2167254,34.886027,-79.6893777,15.6237424,2,2.023714011,85.14,3,3040201,65,"Region_4",48.25,5030,279,24,4056,6.61,27.55,5.814183007,"Southeastern Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","NC","7/13/2007",15.6928514014372,2.77258872223978,2.19722457733622,1.63684496159022,3.87639582778499,8.52317526309379,5.63121178182137,3.17805383034795,8.30795254527102
"NLA06608-0318",16,13.8134290107637,1.89619443641081,0.25,0.213358070500928,14,1.52475255273024,8174.22222121,2401341.6002283,47.461486,-92.43469487,32.64826375,5.2,3.614687153,430.53,4,4010201,50,"Region_5",371.1,8570,847,43,1075,8.58,20.76,5.093006536,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/20/2007",14.6915381392309,2.63905732961526,2.77258872223978,2.62564123571403,5.91647156806655,9.05602301159183,6.74170069465205,3.76120011569356,6.98007594056176
"NLA06608-0319",17,33.868378812199,2.04996924312844,0.352941176470588,0.277251184834123,23,1.84318854497456,1848.474737351,176722.5883969,34.722298,-83.11204858,100.7268008,3,15.69742468,265.78,3,3060101,45,"Region_4",44.05,2080,251,16,12980,7.34,26.016667,5.580849673,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","SC","7/22/2007",12.0823364848682,3.13549421592915,2.83321334405622,3.5224818006767,3.78532535238219,7.64012317269536,5.52545293913178,2.77258872223978,9.47116499025808
"NLA06608-0324",15,6.84773186940191,2.02972143329628,0.266666666666667,0.257383966244726,24,0.442375835406631,23306.66666696,2279181.0298444,36.944209,-82.20271516,29.68255501,5.5,3.491132152,469.85,6,6010205,69,"Region_3",441.8,2720,248,21,3621,8.44,24.43,5.788235294,"Central Appalachians","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","VA","8/8/2007",14.6393267389671,3.17805383034795,2.70805020110221,1.92391748348788,6.09085729098602,7.90838715929004,5.51342874616498,3.04452243772342,8.19450550976564
"NLA06608-0325",9,8.16944024205749,1.19128941475284,0.666666666666667,0.694444444444444,28,2.20813516201855,25688.752726797,872203.4594313,28.563695,-81.43794893,62.80382821,3.3,4.21216489,26.24,3,3080101,75,"Region_4",214.5,12480,814,50,1026,8.57,30.475,5.46496732,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW NATURAL","FL","7/17/2007",13.678778000711,3.3322045101752,2.19722457733622,2.10040039270068,5.36830973836807,9.43188264192342,6.70196036600254,3.91202300542815,6.93342302573071
"NLA06608-0326",13,148.333333333333,1.72789589610381,0.307692307692308,0.317977528089888,19,1.81141981643518,168.314779422,132240.73414929,41.357195,-72.04012641,67.38909542,6.4,9.888538526,6.71,1,1100003,59,"Region_1",86.44,3380,225,5,7113,7.14,22.82,5.700457516,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH MAN-MADE","CT","8/16/2007",11.7923792841226,2.94443897916644,2.56494935746154,4.99946199349813,4.45945053163869,8.12563098847706,5.41610040220442,1.6094379124341,8.86967937473351
"NLA06608-0327",5,0.0871687587168759,1.33217904021012,0.4,0.6,29,1.92772990331192,1022.835967218,60898.76114212,31.709737,-91.37124941,41.3189242,1.3,8.245881416,16.5,8,8060204,73,"Region_4",344.4,3480,281,13,7369,8.55,30.96,5.480784314,"Mississippi Alluvial Plain","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","PLNLOW NATURAL","MS","6/27/2007",11.0169681109972,3.36729582998647,1.6094379124341,-2.43990928385726,5.84180377255358,8.15478757276852,5.63835466933375,2.56494935746154,8.905037290767
"NLA06608-0328",18,1.91227675147908,2.02831154625114,0.555555555555556,0.245733788395904,37,2.32817376211175,78290.275129947,12697380.2396175,32.515555,-93.87023429,3351.525738,3.5,94.23296532,51.51,11,11140304,35,"Region_6",160.8,9650,1093,82,6092,8.24,31.125,5.406666667,"South Central Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","LA","8/25/2007",16.356906249805,3.61091791264422,2.89037175789616,0.648294548652161,5.08016135674487,9.17471319433303,6.99668148817654,4.40671924726425,8.71473171401505
"NLA06608-0330",7,0.0585908891167423,1.77760532221753,0,0,17,1.7803918886389,2058.567901409,984929.979899,45.062916,-83.45698555,115.1075948,5,19.50020123,182.12,4,4070006,50,"Region_5",333.5,4370,289,13,9066,8.23,21.433333,5.985947712,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","9/5/2007",13.8003258312305,2.83321334405622,1.94591014905531,-2.8371760703103,5.80964286535568,8.38251828808963,5.66642668811243,2.56494935746154,9.1122864315008
"NLA06608-0332",7,4.02763921220855,1.12445089925103,0.285714285714286,0.380733944954128,33,1.64553058193082,8992.39506205,3296706.3775094,35.640544,-94.96969524,5462.694674,28.3,215.3610371,182.13,11,11110103,38,"Region_6",190.4,2160,260,11,2152,8.26,22.456667,5.36496732,"Boston Mountains","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","OK","9/4/2007",15.0084344606144,3.49650756146648,1.94591014905531,1.39318040088653,5.24912712235727,7.67786350067821,5.56068163101553,2.39789527279837,7.67415292128168
"NLA06608-0333",11,31.2544802867384,1.60115524343457,0.363636363636364,0.178899082568807,24,1.10868261094293,5197.55555549,1397063.9184805,40.628033,-74.85056841,920.7200566,9.1,16.38370123,115.69,2,2030105,64,"Region_2",197,3030,282,15,7737,7.63,16.99,5.679738562,"Northern Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NJ","7/24/2007",14.1498833912944,3.17805383034795,2.39789527279837,3.44216273508166,5.28320372873799,8.01631789850341,5.64190707093811,2.70805020110221,8.95376929454945
"NLA06608-0334",11,57.3628488931665,1.35155441861268,0.181818181818182,0.00503355704697987,29,1.84842830278425,9869.74507795,1782511.3346813,48.314056,-100.758717,501.2989105,3.1,14.23616715,450.56,9,9010005,46,"Region_8",781.8,17180,1834,142,12272,8.51,20.9,5.308954248,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","ND","6/27/2007",14.3935337901179,3.36729582998647,2.39789527279837,4.04939686195421,6.66159895335885,9.75150119553825,7.51425465281641,4.95582705760126,9.41507552360704
"NLA06608-0337",20,38.1642118968183,1.91238427234688,0.2,0.332622601279318,15,2.04089606016471,35235.52655146,5383515.403848,48.393824,-122.6562431,51.8523035,8,4.140341274,2.65,17,17110019,2,"Region_10",276.6,14080,586,23,1425,8.13,19.088889,4.470915033,"Puget Lowland","II","Western Forested Mountains","II","WMTNS NATURAL","WA","7/12/2007",15.4988521395411,2.70805020110221,2.99573227355399,3.64189821514382,5.62257241923066,9.55251062971203,6.37331978957701,3.13549421592915,7.26192709270275
"NLA06608-0339",6,5.98540145985401,0.826662170635286,0.333333333333333,0.0209059233449477,28,1.83044142246835,22789.656401782,5972242.53216,46.114439,-99.42452982,65.07439225,7.8,5.679309407,596.04,10,10130106,42,"Region_8",2413,17450,1659,376,24213,8.92,22.426667,5.525816993,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","6/25/2007",15.6026330483638,3.3322045101752,1.79175946922805,1.78932341443017,7.78862606562503,9.76709492763057,7.41397029019044,5.92958914338989,10.0946449579925
"NLA06608-0340",9,38.9543446244477,1.19113678874576,0.111111111111111,0.0245746691871456,19,1.91272424300727,1566.060606069,3498140.2873509,35.690798,-105.8760128,11.02740921,14,1.753375984,2280.73,13,13020201,21,"Region_6",66.59,6500,333,23,12757,7.11,14.253333,6.619542484,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","NM","6/21/2007",15.0677420387739,2.94443897916644,2.19722457733622,3.66239030972775,4.19855441612253,8.77955745588373,5.80814248998044,3.13549421592915,9.45383541953829
"NLA06608-0341",10,5.94965675057208,1.60243395310728,0.2,0.0128205128205128,10,1.33826364949132,878.423878436,48085.8725455,43.208493,-75.93516194,20700.45539,11.5,108.3401462,112.31,4,4140202,83,"Region_2",358.7,3240,333,23,6540,8.34,19.333333,5.579542484,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","EHIGH NATURAL","NY","9/18/2007",10.7807437028798,2.30258509299405,2.30258509299405,1.78333352891398,5.88248638453824,8.08332860878638,5.80814248998044,3.13549421592915,8.78569244445124
"NLA06608-0343",10,6.15751789976134,1.5488583541791,0.2,0.0348837209302326,30,1.85287176248132,220560.52650942,9212498.571477,44.871734,-96.63532038,427.244916,2.6,11.53420811,530.52,7,7020003,46,"Region_8",1554,16950,2606,117,28249,8.78,19.3,5.548169935,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","8/21/2007",16.0360716604162,3.40119738166216,2.30258509299405,1.81767375799353,7.34858753092759,9.7380231128086,7.86557175768479,4.76217393479776,10.248813337718
"NLA06608-0344",15,87.9243875139908,1.77006874313396,0.333333333333333,0.216407355021216,23,1.74009832391538,18847.234463808,2756984.1416605,40.964406,-96.87657153,673.3547134,8.2,28.46741033,390.54,10,10200203,47,"Region_7",404.3,7100,848,53,400,8.68,25.377778,5.776143791,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","NE","7/5/2007",14.829647937962,3.13549421592915,2.70805020110221,4.47647721233056,6.00215717664673,8.86785006302941,6.7428806357919,3.97029191355212,5.99146454710798
"NLA06608-0345",14,8.70201691607027,0.497351801462238,0.214285714285714,0.121495327102804,22,0.159798005338359,82540.6060646,3045138.7509253,36.658479,-79.84411222,11.042643,5.3,2.138352792,213.8,3,3010103,45,"Region_3",118.6,3720,511,22,4083,7.88,22.633333,5.705359477,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","6/21/2007",14.9290570248943,3.09104245335832,2.63905732961526,2.16355482822561,4.77575648656363,8.22147894726719,6.2363695902037,3.09104245335832,8.31458729131958
"NLA06608-0350",18,18.3682008368201,2.08667976043297,0.166666666666667,0.175398633257403,12,1.73543407549409,20061.476325133,1663175.6195735,45.764689,-90.6606696,35.28669789,7.6,2.249208681,442.81,7,7050003,50,"Region_5",85.38,14520,902,18,2961,7.93,18.6375,5.402222222,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","WI","8/9/2007",14.3242393566724,2.484906649788,2.89037175789616,2.91062095413771,4.44711188132982,9.58328228837879,6.80461452006262,2.89037175789616,7.99328232810159
"NLA06608-0354",8,24.0714285714286,0.873402887799368,0.25,0.00890207715133531,28,1.40608624368498,1454.080342957,276062.40008664,42.513169,-71.80704144,21.96049736,2.9,2.451015046,255.8,1,1070004,59,"Region_1",34.03,2290,188,5,135,6.42,25.101667,5.490196078,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH MAN-MADE","MA","7/19/2007",12.5283822064158,3.3322045101752,2.07944154167984,3.1810256007371,3.52724248851281,7.73630709654828,5.23644196282995,1.6094379124341,4.90527477843843
"NLA06608-0356",13,1.80898848354147,1.56640805319779,0.153846153846154,0.0276008492569002,4,0.0134141740706964,41638.486971704,8334357.8387809,36.562419,-104.5942811,91.80896919,2.4,3.990401114,1831,11,11080001,26,"Region_6",1269,9470,2897,167,551,8.61,22.08,6.174117647,"Southwestern Tablelands","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","NM","7/16/2007",15.9358970272615,1.38629436111989,2.56494935746154,0.592767840191384,7.14598446771439,9.15588418618012,7.97143099776935,5.11799381241676,6.31173480915291
"NLA06608-0357",15,82.25,1.76119128773543,0.266666666666667,0.170212765957447,34,1.74227499773299,4368.216701922,13124060.4977402,42.312805,-73.13778739,58.46368161,3.3,5.075889043,536.84,1,1080206,58,"Region_1",30.1,4390,276,14,835,6.66,23.903333,5.669281046,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH MAN-MADE","MA","7/27/2007",16.3899577827554,3.52636052461616,2.70805020110221,4.40976338964548,3.40452517175483,8.38708450606922,5.62040086571715,2.63905732961526,6.72743172485086
"NLA06608-0358",13,62.5,1.44026854418442,0.230769230769231,0.416,31,2.4261742021757,324.014249949,158714.24794508,44.840259,-71.13479653,13.10743679,2.4,1.502320109,444.3,1,1040001,58,"Region_1",20.58,5450,209,7,3738,6.79,21.15,5.095294118,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NH","7/17/2007",11.9748606815966,3.43398720448515,2.56494935746154,4.13516655674236,3.0243197304059,8.60337088765729,5.34233425196481,1.94591014905531,8.22630598801551
"NLA06608-0359",4,6.28040689960195,0.875843759710818,0.25,0.251173708920188,15,1.14713905206435,134025.94420574,24922034.102702,45.408601,-96.62636247,4821.588411,3.9,102.7742922,294.63,7,7020001,46,"Region_8",979.1,9900,1296,191,24075,8.57,24.6,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","SD","7/10/2007",17.0312628738614,2.70805020110221,1.38629436111989,1.83743477131138,6.88663378236003,9.20029003612268,7.16703787691222,5.25227342804663,10.0889292366663
"NLA06608-0361",14,0.912569914630556,2.19219730235567,0.285714285714286,0.225806451612903,31,1.53871994948786,9891.25925955,7297972.575176,35.020633,-81.04741516,4528.488176,9.4,371.4952832,161.62,3,3050101,45,"Region_4",99.69,2320,171,19,11222,7.67,27.92,5.560261438,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","7/15/2007",15.8031071381167,3.43398720448515,2.63905732961526,-0.0914905776873463,4.60206537103461,7.74932246466036,5.14166355650266,2.94443897916644,9.32563141631092
"NLA06608-0363",14,1.90915497469409,2.16988780686653,0.214285714285714,0.251677852348993,27,2.16975143336701,4272.888889266,4666466.297119,41.934607,-85.33088977,294.5937826,13,21.87920273,258.64,4,4050001,56,"Region_5",475,5300,567,18,16150,8.52,15.835714,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW MAN-MADE","MI","7/21/2007",15.355912661658,3.29583686600433,2.63905732961526,0.646660722535083,6.16331480403464,8.57546209954021,6.34035930372775,2.89037175789616,9.6896753286508
"NLA06608-0366",15,13.9978213507625,1.74460367214043,0.2,0.0233463035019455,18,1.76265741206911,2668.444444438,2176878.0188309,46.94267,-95.26723865,209.1807756,18,17.22647758,447.74,7,7010106,50,"Region_5",330.1,3590,601,14,8812,8.52,15.852632,5.328366013,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/31/2007",14.5934023068742,2.89037175789616,2.70805020110221,2.63890169970288,5.79939563885915,8.18590748148232,6.39859493453521,2.63905732961526,9.08386970792223
"NLA06608-0367",9,7.98926507018993,1.46657356204423,0.111111111111111,0.00775193798449612,26,2.51591857550632,11957.33333325,21243476.007024,41.364969,-81.22089462,568.3463456,6.4,30.56466562,337,4,4110002,61,"Region_5",339.3,4660,2157,54,1794,8.63,22.825,5.77751634,"Erie Drift Plain","VII","Mostly Glaciated Dairy Region","VII","EHIGH MAN-MADE","OH","8/23/2007",16.8715603947629,3.25809653802148,2.19722457733622,2.07809877434489,5.82688467179018,8.44677072711969,7.67647364638916,3.98898404656427,7.49220304261874
"NLA06608-0369",15,302,1.92127983958509,0.266666666666667,0.15673289183223,17,1.62752521729483,2408.528056541,52778.026727714,44.586356,-72.31186438,306.6713126,43.6,8.689673241,426.96,2,2010005,58,"Region_1",153,2670,163,1,2587,8.23,10.25625,5.208169935,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","VT","7/26/2007",10.8738502226156,2.83321334405622,2.70805020110221,5.71042701737487,5.03043792139244,7.8898337513943,5.09375020080676,0,7.85825418218603
"NLA06608-0372",8,53.8026944806606,1.63286915574118,0.25,0.379644588045234,16,0.964695202777736,11680.728304352,2261784.6925917,38.463856,-105.0515471,37.95695515,13.7,3.384934586,1672,11,11020002,26,"Region_8",177.9,3260,229,16,5088,7.88,23.666667,5.934444444,"Southwestern Tablelands","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","CO","8/3/2007",14.6316647465972,2.77258872223978,2.07944154167984,3.98532354919727,5.18122159467179,8.08948247436075,5.43372200355424,2.77258872223978,8.53464010501996
"NLA06608-0373",11,39.0705679862306,1.49827328791889,0.272727272727273,0.398678414096916,23,0.530424762478336,566.858946491,16212.433293401,34.256481,-117.1853787,302.3385348,46.5,17.80972311,1559.92,18,18090208,8,"Region_9",178.8,3180,104,1,303,8.04,12.958065,7.203006536,"Southern California Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","CA","7/12/2007",9.69353371409972,3.13549421592915,2.39789527279837,3.66536944661758,5.18626786273941,8.06463647577422,4.64439089914137,0,5.71373280550937
"NLA06608-0376",13,1.03441790483355,2.03783664297218,0.384615384615385,0.414141414141414,25,0.685809946369883,27514.412694327,1489191.0993631,36.30884,-96.12859695,4223.97665,17,294.4625061,217.74,11,11070107,29,"Region_6",249.5,5620,324,6,5027,7.62,25.371579,5.393529412,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","OK","8/22/2007",14.213743644172,3.2188758248682,2.56494935746154,0.0338388577162237,5.51945891519157,8.63408694288774,5.78074351579233,1.79175946922805,8.52257866369258
"NLA06608-0377",20,1.55434266729948,2.80394608974693,0.25,0.221374045801527,16,0.46442002127997,84615.5246194,22629199.923312,40.863405,-76.77414252,5.459823439,2.1,1.089679549,135.37,2,2050301,67,"Region_3",153.6,4630,850,46,992,8.53,25.26,5.715816993,"Ridge and Valley","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","PA","7/12/2007",16.9347516622924,2.77258872223978,2.99573227355399,0.441052734265163,5.03435182071357,8.44031214708028,6.74523634948436,3.8286413964891,6.89972310728487
"NLA06608-0378",9,42.6808936312104,1.36354790880487,0.222222222222222,0.39453125,11,2.10159950499034,150.584818238,35391.1843609,47.557168,-112.4475051,532.2075413,15.9,16.38110596,1264,10,10030104,42,"Region_8",471.5,2540,223,9,4979,8.28,16.905882,5.893071895,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","MT","6/26/2007",10.4742180387558,2.39789527279837,2.19722457733622,3.75375136415275,6.15591910207351,7.83991936001258,5.40717177146012,2.19722457733622,8.51298434664218
"NLA06608-0384",14,29.9283154121864,2.00916858810607,0.142857142857143,0.215568862275449,28,2.18992855960795,1574.951012876,1149000.9338025,48.716064,-103.1433201,70.72461764,1.5,5.082473987,672.26,10,10110101,42,"Region_8",3714,51510,4291,68,4522,8.88,17.1,5.520392157,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","6/28/2007",13.9544033695394,3.3322045101752,2.63905732961526,3.39880503602354,8.21986474191265,10.8495312425596,8.36427508499152,4.21950770517611,8.41670965283791
"NLA06608-0385",8,3.52356020942408,1.33019553905476,0,0,38,2.24589361661795,28304.7694127,94093494.893634,48.24355,-112.8672712,39.84089927,2.2,2.792294465,1469.29,10,10030201,42,"Region_8",929.5,25520,1834,51,919,8.73,23.633333,5.778366013,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","MT","7/6/2007",18.3597994724491,3.63758615972639,2.07944154167984,1.2594719015981,6.8346468071615,10.1472177374587,7.51425465281641,3.93182563272433,6.82328612235569
"NLA06608-0386",17,9.51646090534979,1.41250902138105,0.235294117647059,0.036036036036036,22,1.52481262207782,811.031570288,110293.28761102,40.491575,-78.46066192,31.54660136,12.8,2.652090959,409.84,2,2050302,67,"Region_3",155.3,1390,475,9,2630,7.11,18.615385,5.489150327,"Ridge and Valley","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","PA","8/7/2007",11.610898347642,3.09104245335832,2.83321334405622,2.25302302604603,5.04535873015464,7.23705902612474,6.16331480403464,2.19722457733622,7.87473912517181
"NLA06608-0388",20,10.8276939094222,2.53972268771092,0.4,0.0877403846153846,36,2.22643473198753,5577.991627846,2147295.5516373,36.68165,-83.70494798,90.55692107,21.4,10.45712362,390.75,5,5130101,69,"Region_4",40.34,1350,85,3,4455,7.14,13.768182,5.685098039,"Central Appalachians","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","KY","8/16/2007",14.5797197253456,3.58351893845611,2.99573227355399,2.38210710292085,3.69734353252607,7.20785987143248,4.44265125649032,1.09861228866811,8.40178233990491
"NLA06608-0393",7,1.05000519804553,1.3302472055514,0,0,16,0.398636537419595,13823.722710736,2596714.3447235,37.894445,-120.5721188,401.3816881,42.5,48.96900169,155.75,18,18040010,6,"Region_9",61.3,1750,101,8,10550,7.44,13.996875,7.728366013,"Southern and Central California Chaparral and Oak Woodlands","III","Xeric West","III","WMTNS MAN-MADE","CA","7/23/2007",14.7697574902645,2.77258872223978,1.94591014905531,0.0487951146767353,4.11577984294217,7.46737106691756,4.61512051684126,2.07944154167984,9.26388113890421
"NLA06608-0395",13,5.23786641037962,1.23134583955111,0.384615384615385,0.513761467889908,28,1.78398844825171,4832.32727683,1371925.7378592,33.097804,-86.48006432,4768.351596,12.6,400.2194601,117.88,3,3150106,67,"Region_4",266.6,4040,231,13,5206,8.33,28.763636,5.76751634,"Ridge and Valley","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","AL","6/27/2007",14.1317259588783,3.3322045101752,2.56494935746154,1.6559142418236,5.58574940774461,8.3039999709552,5.44241771052179,2.56494935746154,8.55756708555451
"NLA06608-0399",11,3.13467784575874,0.492292616796887,0.0909090909090909,0.0144578313253012,32,2.25854415412915,3553.42222248,1558846.0528403,42.423042,-83.99670111,18.7308107,3.5,3.199262296,268.4,4,4090005,56,"Region_5",460.7,14260,586,13,7717,8.43,24.34,5.732745098,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW MAN-MADE","MI","7/16/2007",14.2594563957877,3.46573590279973,2.39789527279837,1.14252640828113,6.13274707194187,9.56521369396829,6.37331978957701,2.56494935746154,8.9511809664576
"NLA06608-0402",23,5.15927901820018,0.265903147845758,0.391304347826087,0.0731914893617021,32,2.0987110427612,47492.669475859,24414415.4855634,42.889749,-124.0780934,7.451150403,2.3,1.207564988,85.81,17,17100305,1,"Region_10",100.9,8430,2287,176,6692,7.26,20.36,6.07496732,"Coast Range","II","Western Forested Mountains","II","WMTNS MAN-MADE","OR","6/26/2007",17.0106843143993,3.46573590279973,3.13549421592915,1.640796844576,4.61412992735956,9.0395520509959,7.73499619402278,5.17048399503815,8.80866806210672
"NLA06608-0403",15,26.1108063631377,1.72998742747832,0.2,0.0525210084033613,28,1.89023286302641,1433.165488727,642173.67511179,47.395954,-94.56183848,6605.134097,34.1,75.90976746,396.79,7,7010101,50,"Region_5",274.7,5640,485,20,10209,8.65,19.033333,5.249150327,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","8/6/2007",13.3726140680686,3.3322045101752,2.70805020110221,3.26234926554085,5.61567959310123,8.6376393444921,6.18414889093748,2.99573227355399,9.23102496316902
"NLA06608-0405",11,3.9485229599298,1.31202509206411,0.272727272727273,0.0185185185185185,17,0.663725471370447,508.679133713,38921.48133875,41.971373,-75.87948445,12.61942837,4,1.399424174,408.87,2,2050101,60,"Region_3",55.28,3310,458,16,3319,7.51,22.6125,5.562941176,"Northern Appalachian Plateau and Uplands","VII","Mostly Glaciated Dairy Region","VII","EHIGH MAN-MADE","PA","8/30/2007",10.5693015966946,2.83321334405622,2.39789527279837,1.37334157478722,4.01241117945941,8.10470346837111,6.12686918411419,2.77258872223978,8.10741881171997
"NLA06608-0406",9,0.639939770374553,1.14026850742833,0.111111111111111,0.0147058823529412,34,2.11106750254549,929.882352971,1207456.17705809,45.180381,-121.7044304,141.8718591,2.5,8.923070402,1072.83,17,17070306,4,"Region_10",23.52,2340,172,4,7587,7.24,16.52,5.753071895,"Cascades","II","Western Forested Mountains","II","WMTNS NATURAL","OR","8/21/2007",14.0040263715588,3.52636052461616,2.19722457733622,-0.44638121584669,3.15785112303043,7.75790620835175,5.14749447681345,1.38629436111989,8.93419153533807
"NLA06608-0407",6,5.3246146660439,1.04555389011282,0.166666666666667,0.0219298245614035,18,1.51912386674077,5773.802083971,947251.3842577,45.093356,-97.75438416,27.4683107,3.5,1.951433639,535.5,10,10160010,46,"Region_8",1403,26010,2872,762,39218,8.96,24.75,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","7/23/2007",13.7613197902234,2.89037175789616,1.79175946922805,1.6723403457929,7.24636808010246,10.1662363584427,7.96276393016811,6.63594655568665,10.5768911040595
"NLA06608-0408",11,5.37634408602151,0.939148317337987,0.181818181818182,0.780068728522337,43,2.75357783761577,595.575373325,1422980.67621096,34.368822,-97.28183273,82.85155996,9.8,7.159747077,319.4,11,11130303,29,"Region_6",346.4,2290,270,15,7280,8.19,21.601818,5.475163399,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","OK","6/20/2007",14.168264297367,3.76120011569356,2.39789527279837,1.68200860526894,5.84759417668828,7.73630709654828,5.59842195899838,2.70805020110221,8.89288614119073
"NLA06608-0413",16,13.8759172781855,1.99613716599192,0.375,0.213141025641026,21,1.18336824727894,11761.422222656,1792832.9281403,36.560572,-77.7454141,8.557671899,3,1.75119976,65.65,3,3010204,45,"Region_3",64.83,7340,581,106,4487,7.28,25.3,5.799738562,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","6/27/2007",14.399307568179,3.04452243772342,2.77258872223978,2.63015476758681,4.1717684591869,8.90109412160856,6.36475075685191,4.66343909411207,8.40893960597598
"NLA06608-0414",20,15.7142857142857,1.92563063188914,0.15,0.306397306397306,10,1.87237800637828,3791.24751615,795459.72834,46.131801,-91.61045649,19.57568112,1,1.805802927,368.16,7,7030002,50,"Region_5",58.79,27440,1296,40,3297,7.41,26.4,5.351895425,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","WI","7/31/2007",13.5866755011416,2.30258509299405,2.99573227355399,2.7545702167371,4.07397177241416,10.2197570818398,7.16703787691222,3.68887945411394,8.10076824307173
