"SITEID_12","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ln_phyDen.BioV","ln_phySR","ln_zpSR","ln_zpDen","ln_Cond","ln_DOC","ln_NTL","ln_PTL","ln_Silica"
"NLA12_FL-132",17,5.0329054,1.45852337019606,0.352941176470588,0.654508427676785,11,1.09848518412745,491461.8403,2948327.9103,"",26.42221393,-81.49292185,605.4412435,1.1,9.60041014,5.41,3,3090204,75,75,"Region_4",448,29970,2820,83,6118,8.8,31.3,-1.11535947712418,14.8967487575507,2.39789527279837,2.83321334405622,1.61599743167083,6.10479323241498,10.3079521603107,7.94449216393216,4.4188406077966,8.71899052471085
"NLA12_FL-141",25,0.0053396,1.65116319808542,0.16,0.0174170349838939,20,1.35567502380959,35043.9878,1220627.9861,"",30.51614943,-85.70778846,32.73195533,1.1,3.489682325,23.09,3,3140203,65,65,"Region_4",21.8,1580,321,27,851,5.38,31.1474358974359,5.59241830065359,14.0148760269798,2.99573227355399,3.2188758248682,-5.2326045351827,3.08190996979504,7.36518012602101,5.77144112313002,3.29583686600433,6.74641212857337
"NLA12_GA-101",20,2.9450017,2.03714834164226,0.2,0.580212907856726,20,1.46872087872248,606272.7093,39394372.987,"NLA06608-0530",31.05990761,-81.41324075,9.741400804,2.65,2.077285065,0.71,3,3070203,75,75,"Region_4",37980,16940,1368,160.5,1947,7.755,28.0914743589744,-0.869346405228758,17.4891335464799,2.99573227355399,2.99573227355399,1.08010939435296,10.5448149843663,9.73743296820605,7.2211050981825,5.07829394257007,7.5740450053722
"NLA12_GA-102",35,5.0733213,2.7799941211794,0.514285714285714,0.551019585532657,31,2.62727731960147,35179.7067,15920130.5474,"NLA06608-1469",33.29924834,-81.8952677,5.011122915,1.2,2.164180876,31.76,3,3060106,65,65,"Region_4",79.2,5670,425,157,2354,6.44,28.4487179487179,-0.700392156862745,16.5830949385605,3.43398720448515,3.55534806148941,1.62399569188351,4.37197629882038,8.6429443967218,6.05208916892442,5.05624580534831,7.76387128782022
"NLA12_GA-103",33,0.875262,2.62953987743065,0.333333333333333,0.2822789062018,30,2.61751990183292,3505.9151,968472.0323,"NLA06608-0815",32.0700182,-84.29710667,32.2687803,3.8,4.836577368,110.89,3,3130007,65,65,"Region_4",37.4,3240,330,37,10475,6.9,26.474358974359,5.94130718954248,13.7834748840761,3.40119738166216,3.49650756146648,-0.133232008872882,3.62167070442049,8.08332860878638,5.79909265446053,3.61091791264422,9.25674674479034
"NLA12_GA-104",38,0.1870731,2.60791518956713,0.236842105263158,0.406663491437304,35,2.22084457635585,14760.5739,2312626.767,"NLA06608-0591",34.13780782,-84.64845153,3511.416103,13,254.5063158,256.03,3,3150104,45,45,"Region_4",60,2140,221,15,7350,7.58,26.9219230769231,5.85450980392157,14.6538945650284,3.55534806148941,3.63758615972639,-1.67625582942169,4.0943445622221,7.6685611080159,5.39816270151775,2.70805020110221,8.90245559220688
"NLA12_GA-105",22,0.1275482,2.31038851349861,0.272727272727273,0.0771974829907439,26,2.16267762945936,21739.4782,1866853.2072,"NLA06608-0943",34.7978933,-84.25515016,1341.256047,20.8,100.3476446,515.11,6,6020003,66,66,"Region_4",18.37,940,73,19,7859,7.19,22.2289743589744,5.85450980392157,14.4397647944729,3.25809653802148,3.09104245335832,-2.05926094660679,2.91071889922703,6.84587987526405,4.29045944114839,2.94443897916644,8.96941465086618
"NLA12_GA-107",15,2.2662845,0.915444901659737,0.2,0.183430941702156,14,2.09173015739657,1139739.6277,132233672.8414,"",32.63881298,-83.96692927,2.44459094,3.3,0.710991927,130.95,3,3130005,65,65,"Region_4",25.2,3800,1674,76,4396,9.1,26.6229487179487,-0.593202614379085,18.7000811643055,2.63905732961526,2.70805020110221,0.818141706357701,3.22684399451738,8.24275634571448,7.42297125104942,4.33073334028633,8.38845031552351
"NLA12_GA-111",19,0.507148,1.69671848940994,0.315789473684211,0.272545292498442,15,1.29240780782561,54517.4011,2595365.8418,"",32.18276667,-83.17085941,6.715845621,3.4,1.123799699,101.79,3,3070105,65,65,"Region_4",41.5,5480,626,46,4309,7.26,29.3023076923077,-0.593202614379085,14.7692380441445,2.70805020110221,2.94443897916644,-0.678952404774336,3.72569342723665,8.60886037994206,6.4393503711001,3.8286413964891,8.36846113761584
"NLA12_GA-112",33,1.5878401,1.97154786952856,0.212121212121212,0.051334388141476,45,0.852612553493953,224268.9578,3223843.5273,"",33.37323584,-84.28588958,5.080895318,4.8,1.272060161,248.22,3,3070103,45,45,"Region_4",47.35,3330,330.5,35.5,8518,7.43,25.3696153846154,-0.666601307189542,14.986084847715,3.80666248977032,3.49650756146648,0.46237466505988,3.85756681963209,8.11072758297449,5.80060665929174,3.56953269648137,9.04993685048316
"NLA12_GA-114",30,1.0101255,2.17579961279802,0.233333333333333,0.0959298621804914,30,2.4317050603391,4980.2732,709949.6843,"",32.38244403,-81.92934836,8.004731299,3,1.426661972,62.26,3,3060203,65,65,"Region_4",91.1,8180,629,39,4543,6.97,26.8666666666667,-0.842875816993464,13.4729493793232,3.40119738166216,3.40119738166216,0.0100745805595962,4.51195780426591,9.00944742959679,6.44413125670044,3.66356164612965,8.4213428657594
"NLA12_GA-118",23,0.318474,1.87552243853663,0.0869565217391304,0.0763095260523622,21,2.60795250022105,638.023,981850.1202,"",34.54604983,-84.36246964,18.06463261,9.7,2.856877941,844.06,3,3150102,66,66,"Region_4",26.3,1020,119,14,5792,7.2,19.5919230769231,5.85450980392157,13.7971939486003,3.04452243772342,3.13549421592915,-1.14421443995511,3.26956893918372,6.92755790627832,4.77912349311153,2.63905732961526,8.66423293406555
"NLA12_GA-127",33,6.2624165,2.27759549488671,0.272727272727273,0.308475681871367,31,2.84748857098737,18320.0244,3866248.7939,"",32.09647199,-82.90033962,138.376504,2.2,8.037342511,48.23,3,3070105,65,65,"Region_4",75.5,18300,1145,36,280,7.02,29.9258974358974,-0.743464052287582,15.1677952910253,3.43398720448515,3.49650756146648,1.83456613298876,4.32413265625498,9.81465633882951,7.04315991598834,3.58351893845611,5.63478960316925
"NLA12_IA-101",28,0.6865515,3.03584913312235,0.785714285714286,0.0740492155359066,40,1.87468977112839,1026443.6592,74538619.51,"NLA06608-1015",43.15573772,-94.65034846,362.6214389,6.9,23.45125229,372.61,7,7100002,47,47,"Region_7",390.5,6820,2190,176,21333,8.105,24.2653846153846,5.9356862745098,18.1268279317205,3.68887945411394,3.3322045101752,-0.376074038379533,5.96742796927974,8.82761475083751,7.69165682281055,5.17048399503815,9.96801044855163
"NLA12_IA-102",15,0.2711954,2.49827199714663,0.266666666666667,0.0230136646860529,6,1.36777439300215,223595.2108,16064204.4678,"NLA06608-1271",43.46131869,-95.17250624,20.67339419,1.7,1.690054795,437.09,10,10230003,47,47,"Region_7",430,8380,1800,684,44001,9.1,28.2525641025641,6.00725490196078,16.5921040297168,1.79175946922805,2.70805020110221,-1.30491568471166,6.06378520868761,9.03360319347613,7.49554194388426,6.52795791762255,10.6919676399149
"NLA12_IA-103",31,0.4775253,2.57998913479126,0.516129032258065,0.315876038400478,25,2.39334982059524,9198.7144,1659235.4127,"NLA06608-2036",41.43874241,-93.54970598,6.618384421,6.2,1.609869937,238.24,7,7100008,47,47,"Region_7",334,3400,401,18,745,8.35,22.3166666666667,6.28058823529412,14.3218674594673,3.2188758248682,3.43398720448515,-0.739138136171776,5.8111409929767,8.13153071060425,5.99396142730657,2.89037175789616,6.61338421837956
"NLA12_IA-104",30,0.5351486,2.31268105678064,0.3,0.0563368754024583,27,1.92837407177503,264203.6927,42818951.625,"NLA06608-1268",41.47723398,-92.46027767,50.17118056,7,7.186495197,238.83,7,7080106,47,47,"Region_7",267,5290,699,22,1494,8.63,24.1192307692308,6.22483660130719,17.5724913575239,3.29583686600433,3.40119738166216,-0.625210813644121,5.58724865840025,8.57357352485234,6.54965074223381,3.09104245335832,7.30921236569276
"NLA12_IA-105",30,1.4056903,2.22235661616286,0.4,0.311011109630621,25,2.09976198123191,2746139.3148,164185154.9364,"NLA06608-1736",42.49288038,-94.62256302,176.3473158,2.8,8.899260575,370.08,7,7100006,47,47,"Region_7",383,7010,3050,193,14377,8.64,23.3758333333333,6.14281045751634,18.9165053424692,3.2188758248682,3.40119738166216,0.340528498855144,5.94803498918065,8.85509298002864,8.02289686960146,5.26269018890489,9.57338498642259
"NLA12_IA-106",47,0.3205658,2.99096284122963,0.446808510638298,0.246654508996281,29,2.54636564856022,60034.5735,101497746.9843,"NLA06608-2056",41.46944302,-93.9205438,93.28222097,4.7,10.26069584,278.75,7,7100008,47,47,"Region_7",267,4670,1271,241,11530,8.26,25.348717948718,6.28058823529412,18.4355471590007,3.36729582998647,3.85014760171006,-1.13766771948127,5.58724865840025,8.44891435066294,7.14755927118945,5.48479693349065,9.3527076132631
"NLA12_IA-107",20,3.8474588,1.95576490954614,0.55,0.0217215841271647,13,1.13837422745521,807156.7508,68883041.2223,"NLA06608-1223",43.38972512,-93.4978572,300.5586655,2.8,12.37689429,380.53,7,7080203,47,47,"Region_7",291,13130,4738,493,1490,9.36,20.4435897435897,-0.646143790849673,18.0479205695815,2.56494935746154,2.99573227355399,1.34741287842145,5.67332326717149,9.48265496729684,8.46337038471873,6.20050917404269,7.30653139893951
"NLA12_IA-109",30,0.2708015,2.12841443323269,0.166666666666667,0.185186197269956,25,2.20907791204726,1557.4099,2981296.543,"",43.48048198,-95.19385604,51.59235412,1.5,3.419497179,429.62,10,10230003,47,47,"Region_7",319,8580,763,59,2277,10.35,21.8615384615385,6.00725490196078,14.9078688454047,3.2188758248682,3.40119738166216,-1.30636919881608,5.76519110278484,9.05718919248201,6.63725803128446,4.07753744390572,7.73061406606374
"NLA12_IA-113",17,1.3678659,1.37977870686606,0.235294117647059,0.0653732942681004,40,3.13063232327359,16832.4569,4816390.8787,"",40.85032616,-94.07030363,163.0441416,10.5,16.91992097,339.34,10,10280102,40,40,"Region_7",252,5140,696,33,5843,8.38,22.7576923076923,6.35777777777778,15.3875354251981,3.68887945411394,2.83321334405622,0.313251788079676,5.52942908751142,8.54480835844921,6.54534966033442,3.49650756146648,8.67299964255444
"NLA12_IA-120",14,0.1893285,1.48804848593342,0.214285714285714,0.00491262541033178,22,0.944174108742197,591509.3765,4364749.5145,"",42.62364617,-95.19096081,1223.533265,3.2,17.85470524,426.54,7,7100006,47,47,"Region_7",499,3675,744.5,171,24207,8.57,24.7358333333333,6.21535947712418,15.289071360615,3.09104245335832,2.63905732961526,-1.66427167742396,6.21260609575152,8.20930841164694,6.61271285212406,5.14166355650266,10.0943971265166
"NLA12_IA-127",22,1.9264522,1.45534206349428,0.227272727272727,0.376461923114417,16,1.60839414009151,766088.724,8023805.63,"",40.75439094,-92.44007539,34.71897683,6.6,5.148097136,249.34,7,7110001,40,40,"Region_7",219,5410,860,50,6323,8.58,26.0166666666667,-0.359803921568627,15.8979233847512,2.77258872223978,3.09104245335832,0.655680072941323,5.3890717298165,8.59600437184053,6.75693238924755,3.91202300542815,8.75194905805861
"NLA12_IA-132",22,1.2573886,2.05402000968805,0.272727272727273,0.109022222724144,29,0.946921302225112,1316548.9875,83538413.01,"",42.8383562,-93.69187566,41.07701142,2.4,2.860371935,372.18,7,7080207,47,47,"Region_7",284,10420,2401,240,18383,8.64,21.3594871794872,6.10692810457516,18.2408171200848,3.36729582998647,3.09104245335832,0.229037030598382,5.64897423816121,9.25148231530736,7.78364059622125,5.48063892334199,9.81918160348287
"NLA12_IA-134",18,0.9061777,1.16256851383147,0.166666666666667,0.022828745399495,24,2.66430989726431,901368.4423,47654286.6573,"",42.12868906,-92.72458951,41.29238706,2.9,4.049986874,283.57,7,7080208,47,47,"Region_7",288,3880,1354,175,2623,8.83,27.2551282051282,6.08424836601307,17.6794831453466,3.17805383034795,2.89037175789616,-0.0985198553061357,5.66296048013595,8.26359043261732,7.21081845347222,5.16478597392351,7.87207397986687
"NLA12_IA-150",16,3.2598902,0.696281554959833,0.25,0.00472660091434981,26,2.28877935224004,19162.5046,42226946.9487,"",42.43264577,-93.79604399,24.79077921,6.4,3.673612323,316.07,7,7100005,47,47,"Region_7",271,10560,2034,62,5829,9.5,21.3307692307692,6.10692810457516,17.5585691285046,3.25809653802148,2.77258872223978,1.1816935138298,5.6021188208797,9.26482855726025,7.61775957660851,4.12713438504509,8.67060073804555
"NLA12_IA-152",9,0.1310769,1.90915599571968,0.222222222222222,0.0248098635228633,28,0.982710391903181,65407.1942,5195071.7171,"NLA06608-3063",43.17179588,-94.90593006,427.7010596,3.7,8.321745258,410.69,10,10230003,47,47,"Region_7",431,7040,1418,240,46591,8.55,27.8,5.9356862745098,15.4632209874442,3.3322045101752,2.19722457733622,-2.03197110511077,6.06610809010375,8.85936344915209,7.25700270709207,5.48063892334199,10.7491626684139
"NLA12_IA-R01",22,1.3231278,1.73286551701907,0.272727272727273,0.237725940003679,37,2.87224645530469,53584.5128,8616127.0933,"NLA06608-R716",42.4792253,-92.38858001,7.40868222,5.5,1.133491969,261.92,7,7080205,47,47,"Region_7",812,4120,623,46,4388,8.3,24.9282051282051,6.08424836601307,15.9691462485568,3.61091791264422,3.09104245335832,0.279998479106926,6.69950034016168,8.32360844234357,6.43454651878745,3.8286413964891,8.38662882139512
"NLA12_ID-101",31,1.9386742,1.96009913351855,0.32258064516129,0.644244917480204,34,1.99520177806699,20431.2449,10671519.2728,"NLA06608-3121",44.96411515,-116.4630194,211.4298244,5.25,7.466175271,1453,17,17050124,11,11,"Region_10",52.95,1940,225.5,59.5,23681.5,8.73,21.3673076923077,6.46640522875817,16.1830890004708,3.52636052461616,3.43398720448515,0.662004337387746,3.96934807204742,7.57044325205737,5.41832015894273,4.08597631255158,10.0724494315864
"NLA12_ID-102",31,0.0911825,1.65349152546431,0.161290322580645,0.143415677350369,20,0.835818574792185,5285.665,333539.3466,"NLA06608-3329",48.45840044,-116.8242397,70.50085184,3,3.805868655,760.5,17,17010215,15,15,"Region_10",28.6,2690,173,29,14405,7.57,23.64,5.6218954248366,12.7175161181882,2.99573227355399,3.43398720448515,-2.39489228627923,3.35340671782581,7.89729647259588,5.15329159449778,3.36729582998647,9.57533064751863
"NLA12_ID-103",34,1.1148113,2.11703137592498,0.352941176470588,0.211456145089308,22,2.1027148557589,1791.1861,615970.2887,"NLA06608-0769",47.46589015,-116.6151536,399.5960538,6.3,16.10374453,648.7,17,17010303,15,15,"Region_10",38.4,2540,196,35,13828,7.5,21.7984615384615,5.9843137254902,13.3309540087226,3.09104245335832,3.52636052461616,0.108685152921611,3.64805745959368,7.83991936001258,5.27811465923052,3.55534806148941,9.53445080104152
"NLA12_ID-104",27,0.4133121,2.4434338011647,0.259259259259259,0.44772098373118,13,0.685446386152944,163619.1098,43538712.1876,"NLA06608-1521",42.24331356,-111.8494043,61.47486398,4.05,5.862210127,1512,16,16010202,13,13,"Region_10",372,5580,1636,147,6162,8.79,22.3579487179487,6.54745098039216,17.5891610356484,2.56494935746154,3.29583686600433,-0.883552281338439,5.91889385427315,8.62694405537536,7.40000951716269,4.99043258677874,8.72615667915661
"NLA12_ID-105",25,0.4775126,2.12777257848946,0.4,0.158737800845465,16,0.811925423458859,8312.0066,2363153.7408,"NLA06608-2305",48.18768071,-116.5255832,39.32953471,12.5,3.2316932,694.9,17,17010214,15,15,"Region_10",46.1,6020,478,29,4930,7.39,14.69875,5.6218954248366,14.6755076157539,2.77258872223978,3.2188758248682,-0.739164731974939,3.8308129500026,8.70284253830287,6.16961073249146,3.36729582998647,8.50309426703674
"NLA12_ID-107",12,5.5758195,0.254964792562022,0.25,0.00305063677186824,30,1.18225652507185,1502.4681,1196749.3703,"NLA06608-0085",43.46019017,-116.1413012,33.42354611,3.6,2.786720526,973.07,17,17050114,12,12,"Region_10",122,7990,895,383,24092,7.95,19.59625,6.72039215686275,13.9951195810796,3.40119738166216,2.484906649788,1.7184393020591,4.80402104473326,8.98594603876032,6.79682371827486,5.94803498918065,10.0896351141636
"NLA12_ID-108",23,0.2268276,1.60989990306729,0.304347826086957,0.551552368406667,33,3.10995959296026,578.1655,815332.0019,"NLA06608-1793",47.51724168,-116.5654143,201.7725523,4.75,9.447233249,647.4,17,17010303,15,15,"Region_10",43,1760,95,22,12385,7.55,22.1675641025641,5.9843137254902,13.6113506735672,3.49650756146648,3.13549421592915,-1.48356502141085,3.76120011569356,7.4730690880322,4.55387689160054,3.09104245335832,9.42424134192346
"NLA12_ID-109",33,0.2170147,1.90441172507943,0.272727272727273,0.360837768132758,42,1.46761370519637,33136.4047,109520980.6985,"NLA06608-0277",42.67704536,-113.4072962,3395.548059,15,65.96435541,1278.65,17,17040209,12,12,"Region_10",395,1880,230,41,5166,8.63,17.6003571428571,6.66797385620915,18.5116266934195,3.73766961828337,3.49650756146648,-1.52779018580057,5.97888576490112,7.539027055824,5.4380793089232,3.71357206670431,8.54985397365579
"NLA12_ID-110",28,0.6135967,2.22984923145928,0.321428571428571,0.127376825853203,34,2.55061196259505,3150.5833,9253066.384,"NLA06608-0837",43.33129134,-113.9282985,81.79210447,3.1,8.713620894,1452.11,17,17040221,12,12,"Region_10",395,9960,954,44,6724,9.04,22.1425,6.47725490196078,16.0404655555273,3.52636052461616,3.3322045101752,-0.488417407040032,5.97888576490112,9.20633235057864,6.86066367144829,3.78418963391826,8.81343849452851
"NLA12_ID-112",28,1.338928,2.65675955934476,0.392857142857143,0.346322431079192,25,2.07478015056961,22309.6207,14924644.6119,"NLA06608-4685",48.7562708,-116.0903859,21.50992855,5.55,2.225223222,803.48,17,17010104,15,15,"Region_10",74.35,5100,283,47.5,18823.5,7.33,17.4212179487179,5.6218954248366,16.5185244053615,3.2188758248682,3.3322045101752,0.291869293792051,4.30878367290616,8.53699581871242,5.64544689764324,3.8607297110406,9.84286136821847
"NLA12_ID-113",20,1.1948631,1.64175420697167,0.2,0.292411825254291,40,1.22246644562388,35151.4792,7253007.9601,"",44.83832985,-116.0344437,9.707444331,5.6,1.555729865,1519.99,17,17050123,16,16,"Region_10",39,4490,329,34,7368,7.65,14.458,6.46640522875817,15.7969268318356,3.68887945411394,2.99573227355399,0.178031618151443,3.66356164612965,8.4096079807363,5.79605775076537,3.52636052461616,8.90490157793514
"NLA12_ID-121",18,0.393204,1.97573252005599,0.222222222222222,0.525086977752007,24,2.20679186500351,939.9151,220233.9729,"",48.00714106,-117.003822,12.71678687,5.5,3.003951993,705.57,17,17010214,15,15,"Region_10",44.5,2710,149,65,27889,7.49,23.0870512820513,5.6218954248366,12.3024457733868,3.17805383034795,2.89037175789616,-0.93342671782089,3.79548918917219,7.90470391387375,5.00394630594546,4.17438726989564,10.2359876248335
"NLA12_ID-122",20,0.3722991,1.93190889377084,0.35,0.548998909747566,34,2.02438482567353,79665.2474,52907675.4091,"",42.89525373,-111.9638056,504.1874845,6.5,16.59205179,1646.49,17,17040208,80,80,"Region_10",334,5200,1040,82,9540,9.02,23.2567948717949,6.54745098039216,17.7840589791032,3.52636052461616,2.99573227355399,-0.988057715511706,5.8111409929767,8.55641390456952,6.94697599213542,4.40671924726425,9.16324876444233
"NLA12_ID-143",25,0.4662274,1.38491702176895,0.2,0.165644919196083,12,1.81523950909183,21745.2419,2503365.7392,"",42.26425757,-116.3104956,35.54598079,2.2,3.797761178,1690.02,17,17050104,80,80,"Region_10",79.5,6980,720,68,11452,8.05,21.1835897435897,6.64346405228758,14.733146680075,2.484906649788,3.2188758248682,-0.763081781048776,4.37575702166029,8.85080419575642,6.5792512120101,4.21950770517611,9.34591966621801
"NLA12_ID-145",16,0.104669,1.34486992551564,0.25,0.369507686134386,23,1.39025126887548,246.702291425,105019.7647,"",44.29971223,-115.2539785,27.93849885,12.1,2.222828963,2117.46,17,17050120,16,16,"Region_10",59.1,1110,29,23,10782,7.88,14.5233333333333,6.23862745098039,11.5619038466637,3.13549421592915,2.77258872223978,-2.25695228899685,4.07923092441205,7.01211529430638,3.36729582998647,3.13549421592915,9.28563335601161
"NLA12_ID-148",19,0.2321665,2.59215355322004,0.210526315789474,0.176086558568958,13,2.13225941341459,4752.6342,8193888.9665,"",46.20607125,-116.8343671,38.08818946,32.8,3.60179902,1034.14,17,17060103,10,10,"Region_10",62.7,3420,303,77,34337,8.45,10.8591025641026,6.24771241830065,15.9188991864113,2.56494935746154,2.94443897916644,-1.46030049230573,4.13836144763888,8.13739583005665,5.71373280550937,4.34380542185368,10.4439787689579
"NLA12_ID-149",25,2.0268169,2.10106034515682,0.32,0.265491026841152,21,1.78653694095737,51541.203,10440019.6445,"",46.68823022,-116.649551,6.488524087,9,1.137585074,677.78,17,17060306,15,15,"Region_10",120.1,7090,1048,85,6700,9.11,21.5887179487179,6.24771241830065,16.1611570220741,3.04452243772342,3.2188758248682,0.706466532852074,4.78832472908594,8.86644061952617,6.95463886488099,4.44265125649032,8.80986280537906
"NLA12_ID-151",10,0.0716737,1.65688059103331,0.1,0.0327414379333005,26,1.58661638459027,1236141.1816,152700212.8815,"",43.19840666,-114.5997261,44.60233911,3.2,6.977021396,1678.67,17,17040219,12,12,"Region_10",85.4,15040,7844,705,7735,9.58,18.9928205128205,6.50699346405229,18.8439871643038,3.25809653802148,2.30258509299405,-2.63563140480307,4.44734610079452,9.61846859750383,8.96750418731624,6.55819780281227,8.95351076300717
"NLA12_ID-158",13,0.0194185,1.73271413748004,0.153846153846154,0.0715812240904292,15,2.23422769946357,36.6556,17756.1991,"",44.10981036,-114.9661056,9.078302308,35.5,1.325485277,2494.5,17,17060201,16,16,"Region_10",10.19,700,33,9,3786,6.89,9.2951282051282,6.25967320261438,9.78448997900212,2.70805020110221,2.56494935746154,-3.94152905906092,2.32140684723463,6.5510803350434,3.49650756146648,2.19722457733622,8.23906533176927
"NLA12_ID-165",28,0.1093313,2.24320732867273,0.214285714285714,0.464096740823534,21,2.6624435156277,1789.9661,1037886.6545,"",48.01025724,-116.7078838,21.3905073,14.6,2.700148447,656.52,17,17010214,15,15,"Region_10",74.9,6080,1536,118,31108,7.68,11.249358974359,5.6218954248366,13.8526971406956,3.04452243772342,3.3322045101752,-2.21337255700002,4.31615389052317,8.71275997496021,7.33693691370762,4.77068462446567,10.3452202998148
"NLA12_ID-166",32,0.0099048,2.15192616444554,0.25,0.524573943946369,26,2.77080609730881,1349.9188,1252503.2165,"",43.07839868,-112.6936589,21.25854419,3.6,3.992512505,1338.82,17,17040206,12,12,"Region_10",431,1630,665,58,29572,8.96,21.4247435897436,6.69411764705882,14.0406546800017,3.25809653802148,3.46573590279973,-4.61473579085779,6.06610809010375,7.39633529380081,6.49978704065585,4.06044301054642,10.294583246677
"NLA12_ID-168",19,0.0900741,1.38997733125068,0.157894736842105,0.470534815224354,22,1.55698873733604,1374.3164,1525262.0496,"",45.12898626,-116.0220887,122.0913417,26,7.373095136,1694.66,17,17050123,16,16,"Region_10",11.45,1850,103,17,6148,6.99,10.2215384615385,6.21169934640523,14.2376767890648,3.09104245335832,2.94443897916644,-2.4071226140715,2.43798973000025,7.52294091807237,4.63472898822964,2.83321334405622,8.72388210465849
"NLA12_ID-175",11,0.0557428,1.03971858876669,0.0909090909090909,0.00795797842950121,3,0.598879825787606,100647.8243,12683480.0654,"",43.1914128,-116.9598035,72.97437597,11.5,5.934699401,1399.79,17,17050103,80,80,"Region_10",106.3,3190,553,201,35371,8.68,17.5607692307692,6.72039215686275,16.3558109224252,1.09861228866811,2.39789527279837,-2.88700702496429,4.6662652853479,8.06777619577889,6.31535800152233,5.30330490805908,10.4736475543472
"NLA12_ID-180",11,0.0109062,1.67865754064891,0.363636363636364,0.502466486952376,27,1.22996934692878,21371.834,8249164.9035,"",47.51563208,-115.7316178,7.530982006,4,1.431181292,1710.56,17,17010302,15,15,"Region_10",10.41,1000,96,22,4194,7.09,19.0564102564103,5.69294117647059,15.9256225293692,3.29583686600433,2.39789527279837,-4.51842384411717,2.34276688262688,6.90775527898214,4.56434819146784,3.09104245335832,8.34141021146186
"NLA12_ID-194",11,0.0803261,1.75273614721292,0.272727272727273,0.0288611049210655,29,0.955321383554072,143192.2158,10971481.0138,"",43.16587842,-115.6524756,163.9336602,4.27,8.032201221,997.16,17,17050101,12,12,"Region_10",61.8,3830,471,93,23498,8.1,18.9669230769231,6.63006535947712,16.2108098289548,3.36729582998647,2.39789527279837,-2.52166067970735,4.12390336446365,8.25062008217469,6.15485809401642,4.53259949315326,10.0646705901275
"NLA12_ID-198",18,0.2346484,1.10060544245139,0.0555555555555556,0.00192628630751371,15,0.957595642928475,41119.0847,53148498.7656,"",44.21474968,-111.6155136,4.431704145,2.1,0.985491844,1686.92,17,17040203,12,12,"Region_10",65.1,4230,696,79,24090,9.58,21.1366666666667,6.2597385620915,17.7886004171153,2.70805020110221,2.89037175789616,-1.44966705543106,4.17592454921452,8.34995727204032,6.54534966033442,4.36944785246702,10.0895520956089
"NLA12_ID-203",17,0.5617289,1.73757299288462,0.352941176470588,0.119518685971115,6,0.720604453417114,43874.1149,7482654.3029,"",42.26037727,-111.4707171,13.5957442,1.7,1.865670748,1998.3,16,16010201,19,19,"Region_10",57.8,7470,1369,175,6802,7.61,20.5711538461538,6.54745098039216,15.828098140334,1.79175946922805,2.83321334405622,-0.576735929814839,4.05698877567833,8.91865027812686,7.22183582528845,5.16478597392351,8.82497196556714
"NLA12_ID-205",11,0.7667335,1.27074592058927,0.272727272727273,0.87033369482356,18,1.6449577963287,24620.7028,4346193.1682,"",44.97021316,-116.001262,13.58117154,10,1.736565188,2008.09,17,17050123,16,16,"Region_10",20.1,2980,373,75,6504,7.25,12.245,6.46640522875817,15.2848108861646,2.89037175789616,2.39789527279837,-0.265615995619387,3.00071981506503,7.99967857949945,5.92157841964382,4.31748811353631,8.78017265122765
"NLA12_ID-207",26,0.1917202,2.46260285925396,0.192307692307692,0.37684604960771,22,1.21720379537313,23761.7642,3608851.2592,"",48.27818524,-116.8311247,27.05353311,3.8,2.152291332,683.32,17,17010215,15,15,"Region_10",48.1,3610,235,43,22390,7.77,22.4734615384615,5.6218954248366,15.0989000689214,3.09104245335832,3.25809653802148,-1.65171826150327,3.87328217711172,8.19146305132693,5.45958551414416,3.76120011569356,10.0163697095928
"NLA12_ID-209",10,0.061548,1.24922247509763,0.2,0.439705595632677,30,3.02792962107283,98.915,40936.5617,"",44.79670477,-116.7326881,12.44278782,4.6,1.71732417,2154.36,17,17050124,11,11,"Region_10",34.3,1800,104,41,10384,7.63,15.9475,6.46640522875817,10.6197788718096,3.40119738166216,2.30258509299405,-2.78793792078701,3.53514535417189,7.49554194388426,4.64439089914137,3.71357206670431,9.24802143894387
"NLA12_ID-214",14,0.1403573,1.83042887262784,0.357142857142857,0.239656220232222,12,0.0381321183565151,418987.397,5539006.4113,"",42.1873061,-113.92408,407.3951506,5.9,21.71478069,1444.65,17,17040211,80,80,"Region_10",341,2890,290,134,28442,8.44,20.5615384615385,6.66797385620915,15.5273256944979,2.484906649788,2.63905732961526,-1.96356396470179,5.83188247728352,7.96901178110648,5.66988092298052,4.89783979995091,10.2556222049326
"NLA12_ID-215",12,0.6067381,1.00100236569228,0.25,0.22362037261217,27,2.58284395757835,120.2998,171084.2982,"",43.97945187,-114.8776554,158.2617731,50,7.565321908,2133.65,17,17060201,16,16,"Region_10",23,1110,38,13,5562,7.39,8.19589743589743,6.50699346405229,12.0499116859439,3.29583686600433,2.484906649788,-0.499658047258322,3.13549421592915,7.01211529430638,3.63758615972639,2.56494935746154,8.62371303479391
