"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen","ln_phySR","ln_zpDen","ln_zpSR","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","Omni2"
"NLA06608-0468",9,14.1935483870968,1.34075375842764,-1.06358892805089,0.0909090909090909,21,1.54371530668489,387.130503513,28758.37210706,39.432409,-106.6003635,6.780172834,13.9,1.22241284,3068.4,14,14010004,21,"Region_8",28.49,1240,179,8,1707,-1.11883567787753,10.523077,6.366143791,"Southern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","CO","8/1/2007",-2.24959483343399,-0.195455483649486,0.266468581034259,-0.851779003921986,-1.15858859790202,-0.817543389443283,-0.238066768680332,-1.8034271217266,-0.726133055714543,-2.3554270765798,1.22119982163302,0.0656297927837519
"NLA06608-0469",15,18.6595582635187,2.17623467835222,-0.0274283493951555,0.108163265306122,22,1.4505280985645,547.521005874,662157.93491028,41.909734,-75.33783928,12.71231975,11.5,1.907141321,413.35,2,2040101,60,"Region_3",63.1,2410,191,11,943,-0.790357334095261,13.669231,5.562941176,"Northern Appalachian Plateau and Uplands","VII","Mostly Glaciated Dairy Region","VII","EHIGH NATURAL","PA","8/29/2007",-0.523416293292761,-0.0940279997980736,0.469318459948664,0.521467832688276,-1.09704678223979,-0.614964457778428,0.254728221598612,-1.00839038542229,-1.17195497531175,-1.43620251101977,-0.4226671238769,-0.495975031716026
"NLA06608-0470",12,76.125,1.37754607730208,0.41664047002873,0.0574712643678161,21,2.27627723934135,807.397849441,3833535.96514113,43.623088,-71.2654292,132.8445725,11.4,6.024761658,155.18,1,1070002,58,"Region_1",65.55,4150,193,8,567,-1.02686174161849,17.661538,5.355751634,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NH","7/24/2007",0.44299971800212,-0.195455483649486,1.51186544993596,-0.0784064917300982,-1.0871671417977,-0.817543389443283,0.595552404043141,-0.358160386471132,-1.55412992826247,-0.535725515263505,-0.885304174441377,-0.410111495041094
"NLA06608-0471",17,6.65906499429875,1.42880474718571,-0.628227340380412,0.0445205479452055,38,1.95922961440042,30355.7641963,8363907.6724693,45.440157,-97.2623188,857.1952963,7.6,20.06849553,564.78,10,10160010,46,"Region_8",407.3,7870,839,24,19562,0.891451786069954,22.888889,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","6/25/2007",0.872339885854531,1.09759999505924,-0.294696529004913,0.85794251626939,0.306580351626384,-0.118679843487757,0.957007804602684,0.407485628481471,1.10609646454204,0.375365775599287,-0.561941274724392,-0.300281187097887
"NLA06608-0472",19,6.45323199369017,2.31074980962779,0.650360901304459,0.241666666666667,17,1.74592156243843,974.03464063,240841.4760082,34.570611,-96.23835676,158.9734793,8,12.64075427,186,11,11140103,37,"Region_6",90.94,9570,803,78,4579,-0.882331270354297,22.88,5.303921569,"Arkansas Valley","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","OK","7/16/2007",-1.08000962769424,-0.656172218007403,-0.317977795130532,1.15694915270048,0.264985709757491,0.6311015113159,-1.20518642320616,0.641474834654348,0.0151749030860514,0.374000768101973,-1.00383529187239,-0.286222196739892
"NLA06608-0473",14,5.11273420133376,1.79558751822748,0.575236476965832,0.251552795031056,26,1.59914124073197,46140.44444454,12344793.995782,35.516295,-80.20338458,909.0342354,15.3,71.8636521,170.71,3,3040103,45,"Region_4",99.57,3090,714,55,10493,0.576112576038976,25.275,5.79379085,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","6/19/2007",1.08659150550824,0.270199639493103,-0.490631099210834,0.335995064467242,0.153571165085306,0.408852131641454,-1.01706886189024,-0.711027986960369,0.638146640371822,0.72384530767869,0.0729277514623154,-0.331962718778632
"NLA06608-0479",14,36.5704286964129,1.49879120190338,-0.852127585468085,0.0454545454545455,37,2.37610972862481,1206.08992834,254969.6234894,39.920618,-83.00425479,18.27545989,5.5,1.992213542,209.24,5,5060001,55,"Region_5",580.7,3080,318,14,1344,0.0636863597386381,27.483333,5.712352941,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","OH","8/16/2007",-1.04863731255447,1.03945527684804,0.968252620376139,0.335995064467242,-0.613554555951359,-0.461553311812361,-0.140951150257601,-0.714906161754767,-0.905751468384464,1.01820600387354,-0.0996143815234698,-0.13561950082527
"NLA06608-0480",10,20.9708631266898,2.09700715955726,1.52681251858844,0.30955497382199,44,2.28459793725231,3205.888705154,2061704.80246704,37.994338,-90.54213897,16.24353412,15.9,3.343738326,239.95,7,7140104,39,"Region_7",321.9,2790,194,3,6365,0.562973442287685,18.768421,5.779084967,"Ozark Highlands","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","MO","8/24/2007",0.10164975472322,1.41723921504274,0.555906191770524,-0.568539502809926,-1.08226564816877,-1.44148125797714,-0.524131045456868,-0.833217336326792,0.262592488587421,-0.32211175360214,0.0419506241630144,0.661744557980187
"NLA06608-0483",7,1.24921268108335,1.27358898734673,-0.852127585468085,0.0168067226890756,27,2.26309685657616,1120.627450974,2248968.07532595,29.49147,-101.1563449,14130.01792,41.6,727.1479422,336.66,13,13040212,24,"Region_6",989.6,2930,461,4,14530,0.510416907282524,24.709375,5.869542484,"Chihuahuan Deserts","III","Xeric West","III","WMTNS MAN-MADE","TX","7/11/2007",0.149495241013406,0.352484790406853,-1.53555280278239,-1.52738478322285,-0.261355678370078,-1.25847719427308,-2.21554042993535,-0.774639825344187,0.882689509608893,0.644309011226581,0.231258956608274,-0.13561950082527
"NLA06608-0484",14,3.35550801512177,1.34568536364309,1.52681251858844,0.88646288209607,40,2.13025208484235,96805.89680878,5183835.0377366,36.310678,-88.48981792,37.31498489,1.2,3.79600164,125.56,8,8010203,65,"Region_4",79.49,5410,1519,190,13291,-0.409322455307829,28.533333,5.936013072,"Southeastern Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TN","7/12/2007",0.609068549924649,1.20943464767437,-0.802895202383749,0.335995064467242,0.869569460537327,1.19746043146086,-0.859048431481328,-0.0409417733608568,0.815730278846968,1.14996352304735,0.368517306621672,0.661744557980187
"NLA06608-0488",16,34.7259902333152,1.81174434471956,0.694183482168658,0.0424107142857143,27,2.59117732730743,2583.482472279,858807.5621009,37.19249,-95.98672528,13.48195629,3.6,4.312833504,252.08,11,11070106,29,"Region_7",180.3,7850,1070,162,9354,-0.225374582789759,23.42,5.337777778,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","KS","7/19/2007",-0.38030580657441,0.352484790406853,0.929879416827374,0.69496602046179,0.537243262143625,1.09604318471923,-0.683636430242955,0.40444131163157,0.551822782713164,0.455976434802569,-0.926278488504067,-0.256950679732284
"NLA06608-0489",13,204.918032786885,1.55297253330705,-0.26654232908494,0.026,15,1.15839164766085,26414.22222165,7354651.17849,38.493632,-78.00762524,21.62741859,2.5,3.185509305,115.8,2,2080103,64,"Region_3",135.3,11700,1275,107,9720,1.04912139108544,28.88,5.449084967,"Northern Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","7/10/2007",0.80157028912454,-0.929065132756068,2.24611254432264,0.136771428077538,0.703492424939673,0.832195884515642,-0.4248103742182,0.881901348438592,0.580657595636331,1.19240177786039,-0.674722552180323,-0.461054478201681
"NLA06608-0491",11,2.54777070063694,1.5677982000246,0.618489933403223,0.35625,32,1.91311973523846,3039.625484034,350563.7737096,41.413144,-85.734175,53.13592451,1.3,4.37288814,261.61,4,4050001,56,"Region_5",429.4,7000,665,16,8971,0.47099950602865,24.3,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/17/2007",-0.873410463171844,0.722915272334942,-1.00708972535286,-0.312318207667922,0.0861411690729012,-0.376609584613488,0.155945436044589,0.267328005024138,0.520414617946871,0.585600002223439,0.0259493858952738,-0.30631210525925
"NLA06608-0493",20,5.810546875,1.86517356077601,0.527657674884701,0.310924369747899,21,0.422390657132267,39916.888884382,3632952.814491,38.771249,-77.64555522,288.9176192,15.1,26.98345316,86.34,2,2070010,64,"Region_3",174.8,3480,353,15,5545,-0.0677049777742702,17.7625,5.628169935,"Northern Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","7/11/2007",0.413423506060242,-0.195455483649486,-0.395764731154822,1.29484034488016,-0.514521928551233,-0.41766466855726,-0.369586184087204,-0.568820556740962,0.158979487862506,-0.515694011567925,-0.280577645559822,-0.358031424753291
"NLA06608-0494",14,6.56077348066298,1.71285149017366,0.575236476965832,0.5,27,1.34468101855576,3299.829060288,832462.46801982,46.82219,-94.53354023,631.0209246,23.5,13.97816515,403.19,7,7010105,50,"Region_5",280.4,5020,401,4,13698,0.47099950602865,16.618182,5.328366013,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/11/2007",-0.397452561458237,0.352484790406853,-0.305722899170555,0.335995064467242,-0.393602510780394,-1.25847719427308,1.23192487797827,-0.130456603238599,0.838390547858061,-0.749709814584172,-0.947789203525673,-0.331962718778632
"NLA06608-0495",20,6.80785057198871,2.30202586827069,0.194606060316787,0.357594936708861,14,1.56618153483333,3475.95497179,783470.5400237,38.446818,-107.4380582,367.9212786,44.5,40.73191941,2185.23,14,14020002,21,"Region_8",196.3,2260,136,11,11075,0.247634232256707,9.721212,6.437973856,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","CO","9/5/2007",-0.430833174286477,-1.07949013290066,-0.278311581262666,1.29484034488016,-1.41915354183162,-0.614964457778428,-0.434122719055844,-1.08527438377456,0.678701516162985,-2.63396125993586,1.35795766793393,-0.477534612273815
"NLA06608-0496",6,3.9297272306981,1.16922268554294,0.41664047002873,0.0110294117647059,19,2.10138372101599,532.644141238,569261.3946836,48.751713,-108.0524686,12.44122713,1.9,2.644699653,888.42,10,10050010,42,"Region_8",3410,41920,4372,620,392,1.58782587488837,22.65,5.64,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","MT","6/23/2007",-0.606607892811939,-0.413667219781573,-0.685764534901509,-1.94178633942019,1.87222693672247,1.94981202415942,1.61574987793912,2.408736420332,-1.83142080840315,0.338496024927814,-0.254984421680471,-0.410111495041094
"NLA06608-0498",9,37.8333333333333,1.85684310209903,1.89686986810835,0.414096916299559,14,0.130946760066061,15395.324616832,4232415.7086392,41.950955,-71.95133091,36.73223812,5.5,2.872661675,86.77,1,1100001,59,"Region_1",127.6,3660,820,44,661,-0.00200930901781663,20.514286,5.704509804,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH NATURAL","CT","7/31/2007",0.49747516179533,-1.07949013290066,0.99342661101357,-0.851779003921986,0.284855108524587,0.266903151881162,0.262927994456146,-0.508484282797232,-1.43888961889583,-0.00954129075032296,-0.116361272103279,1.29115600782345
"NLA06608-0500",15,3.12987012987013,0.883051364953153,0.41664047002873,0.12448132780083,36,2.13250670351652,4925.946148222,2314430.779942,34.21453,-94.21467091,392.2005889,22,43.54131175,153.59,11,11140109,36,"Region_6",40.9,2510,266,21,7527,-1.10569654412624,22.830435,5.062222222,"Ouachita Mountains","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","AR","9/14/2007",0.165285720458825,0.979717355996486,-0.854511486125854,0.521467832688276,-0.782902777938995,-0.20362357068663,-1.27601884645846,-0.959748894798919,0.388566746773665,0.366379760023232,-1.57233213975156,-0.410111495041094
"NLA06608-0501",13,3.88952236158622,1.97450856902524,-0.778929428420192,0.0130293159609121,16,1.19976694036752,71.708071709,20406.7303948,37.946352,-122.6247455,99.6608727,16.3,13.75652509,198.57,18,18050005,6,"Region_9",164.4,3050,182,6,10667,0.444721238526069,16.129412,6.584444444,"Southern and Central California Chaparral and Oak Woodlands","III","Xeric West","III","WMTNS MAN-MADE","CA","7/24/2007",-2.43839629999154,-0.788351942505867,-0.693389749920902,0.136771428077538,-1.1428247407225,-1.00054745314735,-0.533676527137119,-0.726616687970347,0.650502355728912,-0.854618124770061,1.63215813595645,-0.19493134468433
"NLA06608-0502",19,2.17785843920145,1.71455167678937,-0.0508003925227285,0.160493827160494,27,2.32902933138811,1291.061728319,1254774.7736978,42.827314,-83.7469401,30.33533655,10.7,2.963155653,263.7,4,4080203,56,"Region_5",612.4,7370,648,5,1826,0.536695174785104,17.575,5.732745098,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MI","8/18/2007",-0.17163582698975,0.352484790406853,-1.12341207930434,1.15694915270048,0.0615801203970832,-1.11652821451279,0.4372552728253,0.32895246415231,-0.675504893609024,-0.552986556508523,-0.0561798439902542,-0.495066719486672
"NLA06608-0503",10,11.7455307479368,1.36628492511634,0.860709289452615,0.548458149779736,23,2.28584710054267,138948.7186586,3589574.69265,43.574774,-97.0587349,20.76973087,2,1.745953904,485.13,10,10170102,46,"Region_8",2575,17180,5916,430,37191,0.746921314805757,25.2,5.764575163,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","8/1/2007",0.40681281639137,0.00289007662102084,0.126093807175488,-0.568539502809926,2.15907217051179,1.71702915462162,0.585941675874516,1.34151297173506,1.58876913597841,0.713402007751971,0.0113091725178486,-0.128317167204115
"NLA06608-0509",9,5.00648088139987,1.28743583360215,-1.06358892805089,0.00323624595469256,27,1.43132968448825,3320.482098191,918153.3452739,40.461634,-79.56745425,412.1244393,13.4,35.30116228,318.34,5,5010008,70,"Region_3",352.4,2000,821,4,3246,-0.343626786551376,16.542857,5.574575163,"Western Allegheny Plateau","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","PA","6/20/2007",-0.343532426813542,0.352484790406853,-0.50620316874023,-0.851779003921986,0.286011034208564,-1.25847719427308,-0.0333310461288522,-1.23149749995183,-0.243304017273072,-0.76567464293249,-0.397202839762312,0.0656297927837519
"NLA06608-0510",12,35.3846153846154,0.432481896375161,-0.693531578530983,0.041304347826087,39,2.8100234760201,35825.27401419,4624656.44459,48.247754,-98.8914836,180.9745987,4.1,10.83663647,443.79,9,9020201,46,"Region_8",1329,16280,2916,165,24763,1.02284312358286,21.686,5.226993464,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","ND","6/27/2007",0.546251217430532,1.15423428874428,0.943811050920799,-0.0784064917300982,1.4881026334343,1.10771567759698,1.5155012345411,1.27713556106799,1.28321653236964,0.185654460580116,-1.18191635682936,-0.25740010329959
"NLA06608-0511",8,35.6923076923077,1.46517370625544,-0.138445554251127,0.0237068965517241,17,0.890184267255406,5960.625765888,1737697.56461006,38.225551,-107.5377617,75.54786412,16,5.860083604,2719,14,14020002,21,"Region_8",147.8,1140,112,13,16526,-0.264791984043632,15.375,6.437973856,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","CO","9/6/2007",0.00755713629152111,-0.656172218007403,0.950230908947928,-1.1684138272283,-1.60329827150793,-0.508695839469422,-0.478137642053049,-1.90402549810134,0.979392209961984,-1.02295247115586,1.35795766793393,-0.48682672976569
"NLA06608-0512",11,8.11872544740288,1.34333752116226,0.012941543279743,0.524193548387097,38,2.60646637160129,51490.73268876,2839632.502408,48.924348,-100.3053493,35.11300262,3,4.20408611,674.31,9,9010004,46,"Region_8",684.7,27800,2447,61,12254,1.00970398983157,20.457143,5.308954248,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","ND","8/13/2007",0.277835955854309,1.09759999505924,-0.147737794499477,-0.312318207667922,1.32179419375907,0.474717775765064,1.65009081550153,1.91733609352217,0.754701299513672,-0.0193437422603283,-0.99227530678267,-0.496265569339051
"NLA06608-0514",16,60.7655502392345,2.10905145291167,-0.138445554251127,0.0498687664041995,29,0.664086700243261,15965.005405399,3006835.9155074,40.357409,-78.11907346,3347.380555,28,191.6380496,239.41,2,2050303,67,"Region_3",219.9,2360,1009,7,524,-0.00200930901781663,12.0872,5.489150327,"Ridge and Valley","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","PA","7/24/2007",0.309322861649567,0.508286606386925,1.34476816288322,0.69496602046179,0.481571052288172,-0.902487116642156,-0.0540637145764006,-1.03347339797034,-1.61338059708745,-1.86844639621314,-0.585430084845217,-0.48682672976569
"NLA06608-0515",12,47.6050830889541,1.70355494927051,-0.138445554251127,0.4435318275154,27,1.63123861908695,6187.981208729,1732326.220033,46.02793,-98.94484753,69.27151861,3.7,4.269061873,633.4,10,10160004,42,"Region_8",1895,26130,4984,335,26585,1.07539965858803,21.73125,5.525816993,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","6/28/2007",0.00585336648549736,0.352484790406853,1.16378295661599,-0.0784064917300982,1.99648375297314,1.55821557267265,1.0739289150025,1.84321580753463,1.3365539185772,0.192979482422512,-0.504281508146058,-0.48682672976569
"NLA06608-0523",6,16.1647058823529,1.42898778432662,-0.693531578530983,0.049490538573508,12,1.10639808625815,73976.81595918,15049023.995096,43.92369,-96.95103624,411.6060301,4.1,9.390298706,485.78,10,10170203,46,"Region_8",1799,11030,1738,115,8058,0.62866911104414,24.12,5.580915033,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","7/16/2007",1.19560187110792,-1.4155845080955,0.362893804187263,-1.94178633942019,0.997307601764452,0.878063170154743,0.655348821415844,0.81134869398712,0.439779764782432,0.559472239938323,-0.383348595707531,-0.25740010329959
"NLA06608-0526",15,2.83398719801776,1.91299211108914,-0.915565988242926,0.0655737704918033,21,1.55808587382276,12801.77777744,925071.2270991,47.948501,-91.39296143,24.04902764,5.5,3.477794386,460.42,9,9030001,50,"Region_5",36.09,14150,651,17,285,-1.3027835503956,18.65,5.188823529,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/18/2007",-0.33940141026109,-0.195455483649486,-0.928146447990286,0.521467832688276,0.0659608991154034,-0.338044261239751,1.45597316324406,1.10937085289348,-2.0709043052028,-0.344354950825559,-1.27125124890271,-0.0799097315797554
"NLA06608-0528",13,52.1373300277966,1.6709266168014,-0.778929428420192,0.015850144092219,48,3.19776021728084,4368.645379822,3229800.6273278,40.69518,-99.85563998,878.2474956,10.7,18.31516995,796.39,10,10200101,27,"Region_7",818.9,5250,814,65,14243,0.352747302267033,23.163636,6.074640523,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","NE","6/28/2007",0.348689727135395,1.60694992158612,1.23121519170912,0.136771428077538,0.277889812301495,0.51512074995046,0.0131264428157507,-0.0768593938362791,0.867701786003709,0.417296962932889,0.649897145137169,-0.19493134468433
"NLA06608-0529",14,34.4697919278015,2.30458323288341,0.0994484561545259,0.114545454545455,18,1.83999028798139,41948.6279375,7648409.937426,47.184414,-119.3639845,2606.638733,8.5,107.046561,320.11,17,17020015,10,"Region_10",276.1,3280,508,42,26140,1.07539965858803,21.533333,6.06620915,"Columbia Plateau","III","Xeric West","III","WMTNS NATURAL","WA","9/4/2007",0.82312421887408,-0.531549858844324,0.924388646151554,0.335995064467242,-0.16927819447522,0.237310234143165,1.30397928043205,-0.639635062183375,1.32387219578493,0.160827622418473,0.632967791227849,-0.491435530539723
"NLA06608-0530",6,0.766335036300081,0.51416832545057,1.52681251858844,0.912280701754386,17,1.83955020072119,831.282460964,532440.42198268,31.059884,-81.41308684,9.741201494,2.4,2.077278248,0.71,3,3070203,75,"Region_4",36000,4780,1016,117,3134,0.1162428947438,31.044,5.690915033,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW MAN-MADE","GA","8/7/2007",-0.64340833050726,-0.656172218007403,-1.89788088266189,-1.94178633942019,0.488128173066991,0.889031252441631,-1.90354803415225,-0.189068283864107,-0.269683512634601,1.44632232901231,-0.145443834919182,0.661744557980187
"NLA06608-0531",8,3.5980504587156,0.618425996957576,-0.971074590670912,0.00398406374501992,35,2.77723917620955,1149.483719959,667064.6964918,46.034074,-99.16791062,13.88016093,1.8,1.851641137,588.11,10,10130106,42,"Region_8",9751,23960,2697,57,10521,0.510416907282524,21.2625,5.525816993,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","7/11/2007",-0.519353177395377,0.918296457279579,-0.751147443276713,-1.1684138272283,1.41405553699968,0.431573583166709,1.07515109312619,1.73948857743087,0.64014868650709,0.116348276754268,-0.504281508146058,-0.0278835921200293
"NLA06608-0533",17,6.69856459330144,1.7284016196336,-1.02005276928384,0.100446428571429,16,1.83384956862557,859.500915046,43318.0735533,42.25218,-78.29237084,168.057458,6.9,9.690319438,470.53,5,5010001,60,"Region_2",129.4,2330,178,6,1840,-0.00200930901781663,22.1875,5.565294118,"Northern Appalachian Plateau and Uplands","VII","Mostly Glaciated Dairy Region","VII","EHIGH MAN-MADE","NY","7/18/2007",-2.02415354685405,-0.788351942505867,-0.290311229627532,0.85794251626939,-1.16390198382292,-1.00054745314735,0.322848340372316,-1.04877956677039,-0.669766871635626,0.265995984863175,-0.417512748757893,0.020564179606918
"NLA06608-0537",8,5.41078110777737,1.18121825855003,-0.971074590670912,0.00934579439252336,26,1.81116490650151,905.646387176,1505875.35556184,37.695589,-81.05483233,35.86934062,7.5,5.458791578,815.49,5,5050004,69,"Region_3",150.2,2010,256,11,2259,-1.10569654412624,16.542857,5.677777778,"Central Appalachians","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","WV","6/6/2007",-0.0712440042608888,0.270199639493103,-0.448618975712609,-1.1684138272283,-0.819245803050719,-0.614964457778428,-0.583558859954702,-1.22553032610342,-0.515639363314168,-0.76567464293249,-0.173613740067968,-0.0278835921200293
"NLA06608-0540",5,3.778212309018,0.568537694969734,2.19291574772427,0.956140350877193,17,1.02194624811608,7900.026143646,3418079.93863,35.171043,-99.37115228,10.09053282,2,2.075854613,519.11,11,11120303,27,"Region_6",1255,9720,2250,235,12076,0.365886436018324,28.053333,5.91,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","OK","8/27/2007",0.379871123519369,-0.656172218007403,-0.714919178933354,-2.43191935050002,1.24218944839556,1.3326777821226,-1.0857471564151,0.660081988494101,0.743708453035913,1.09034378783295,0.31498558303583,1.89265056327909
"NLA06608-0541",13,10.6361323155216,1.93205288129723,0.245844770250312,0.226475279106858,18,0.830710225817387,13897.142861895,5697001.9957019,38.965043,-77.33745683,10.11175187,7.1,1.956665849,97.61,2,2070008,45,"Region_3",275.6,3990,329,14,1764,-0.92174867160817,19.092857,5.628169935,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","7/12/2007",0.66101773013859,-0.531549858844324,0.0525263170668935,0.136771428077538,-0.581301661504914,-0.461553311812361,-0.331036251257995,-0.405199993125372,-0.701456541776154,-0.261883968143583,-0.280577645559822,-0.466323008100925
"NLA06608-0542",15,23.6470588235294,1.19147847398238,-1.35963480766681,0.0149253731343284,14,1.43871235335639,3229.804810759,59794.910964,45.785751,-88.36579346,4.612377664,1.3,0.85959415,405.01,4,4030108,50,"Region_5",129.7,13490,1303,15,748,0.155660295997674,21.06,5.336797386,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","WI","8/30/2007",-1.84675155039033,-1.07949013290066,0.644962532061749,0.521467832688276,0.724095433224133,-0.41766466855726,1.025754130527,1.05222290732862,-1.34599605638539,0.0827196197556238,-0.928517417153452,0.422019105231448
"NLA06608-0546",17,85.8823529411765,1.26178553937995,0.547248946329873,0.0251141552511416,19,1.95471580049285,1103.507547978,649648.8629418,42.354967,-71.47978934,6.579366257,2.8,1.763363958,63.79,1,1070005,59,"Region_1",746.2,5610,4022,181,734,0.62866911104414,25.794,5.490196078,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH NATURAL","MA","7/18/2007",-0.533912403610328,-0.413667219781573,1.60129023920413,0.85794251626939,1.79308814824413,1.16659077869602,0.343294958666565,0.00249006913667155,-1.36019046398568,0.795274781610239,-0.583108188138392,-0.347569646835966
"NLA06608-0547",14,15.7798165137615,1.89249007164605,-1.32791560627939,0.00872093023255814,11,1.56919950489731,5288.42806474,546035.512197,44.206728,-89.83486415,123.811974,5.7,9.789200742,289.18,7,7070003,51,"Region_5",311.1,6340,519,10,3798,0.352747302267033,26.085714,5.447254902,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW MAN-MADE","WI","7/31/2007",-0.629532638556658,-1.60529521463888,0.345025010948592,0.335995064467242,-0.148960365941247,-0.675594409682991,0.711651368904999,0.148845288997024,-0.125316618260449,0.834794766668359,-0.678816826823059,0.379669340650274
"NLA06608-0550",17,68.3333333333333,2.04713274377237,-0.628227340380412,0.105691056910569,8,1.32888375348698,98.399409518,12520.15040313,43.957527,-71.96791311,61.59577382,7.9,4.716015708,409.24,1,1080104,58,"Region_1",27.88,2480,234,1,1627,-1.52614882416754,23.311111,5.355751634,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NH","8/1/2007",-2.70725070231513,-2.29961915734668,1.43180018605793,0.85794251626939,-0.904468861854709,-2.14034480393267,0.662079752596075,-0.974134830166278,-0.762193600556376,0.439599554125961,-0.885304174441377,-0.300281187097887
"NLA06608-0551",6,5.07785266093423,0.911743966794703,-0.693531578530983,0.0045766590389016,13,0.643056730839122,17246.933337782,5410370.495751,45.108235,-94.16801923,219.6509157,13.5,7.211493699,294.56,7,7010204,51,"Region_5",509.6,6680,1361,54,5929,0.641808244795431,20.428571,5.490392157,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","8/20/2007",0.632607875032276,-1.24106757534771,-0.495707230513403,-1.94178633942019,0.765400264078736,0.397179638763706,0.890981143279133,0.211345120102566,0.209283557404489,-0.0242553267733497,-0.582672880216607,-0.25740010329959
"NLA06608-0555",11,18.8643292682927,0.853010489502031,-0.592606846843737,0.0545454545454545,41,2.67162486889689,36814.1688799,6606058.437656,41.720929,-85.00769013,11.79625324,10.7,1.58302045,292.84,4,4050001,56,"Region_5",682.4,5650,578,8,9177,0.681225646049302,14.75,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/23/2007",0.742493772291904,1.26327189451486,0.477411275414992,-0.312318207667922,-0.0468421779858941,-0.817543389443283,0.217170711728241,0.0109903953125532,0.537470792194632,-1.168789490839,0.0259493858952738,-0.32188491762166
